Dataset,StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
MID,2026-03-12T04:30:00Z,APXMIDP,2026-03-12,10,62.80,1927.850
MID,2026-03-12T04:30:00Z,N2EXMIDP,2026-03-12,10,0.00,0.000
MID,2026-03-12T04:00:00Z,APXMIDP,2026-03-12,9,62.65,2046.350
MID,2026-03-12T04:00:00Z,N2EXMIDP,2026-03-12,9,0.00,0.000
MID,2026-03-12T03:30:00Z,APXMIDP,2026-03-12,8,56.96,2081.250
MID,2026-03-12T03:30:00Z,N2EXMIDP,2026-03-12,8,0.00,0.000
MID,2026-03-12T03:00:00Z,APXMIDP,2026-03-12,7,60.87,2011.450
MID,2026-03-12T03:00:00Z,N2EXMIDP,2026-03-12,7,0.00,0.000
MID,2026-03-12T02:30:00Z,APXMIDP,2026-03-12,6,61.46,2141.900
MID,2026-03-12T02:30:00Z,N2EXMIDP,2026-03-12,6,0.00,0.000
MID,2026-03-12T02:00:00Z,APXMIDP,2026-03-12,5,69.91,2287.350
MID,2026-03-12T02:00:00Z,N2EXMIDP,2026-03-12,5,0.00,0.000
MID,2026-03-12T01:30:00Z,APXMIDP,2026-03-12,4,68.30,2004.150
MID,2026-03-12T01:30:00Z,N2EXMIDP,2026-03-12,4,0.00,0.000
MID,2026-03-12T01:00:00Z,APXMIDP,2026-03-12,3,73.64,2571.250
MID,2026-03-12T01:00:00Z,N2EXMIDP,2026-03-12,3,0.00,0.000
MID,2026-03-12T00:30:00Z,APXMIDP,2026-03-12,2,80.53,1934.100
MID,2026-03-12T00:30:00Z,N2EXMIDP,2026-03-12,2,0.00,0.000
MID,2026-03-12T00:00:00Z,APXMIDP,2026-03-12,1,77.87,2005.650
MID,2026-03-12T00:00:00Z,N2EXMIDP,2026-03-12,1,0.00,0.000
MID,2026-03-25T00:00:00Z,APXMIDP,2026-03-25,1,-3.53,2478.450
MID,2026-03-25T00:00:00Z,N2EXMIDP,2026-03-25,1,0.00,0.000
MID,2026-03-24T23:30:00Z,APXMIDP,2026-03-24,48,-1.54,2490.950
MID,2026-03-24T23:30:00Z,N2EXMIDP,2026-03-24,48,0.00,0.000
MID,2026-03-24T23:00:00Z,APXMIDP,2026-03-24,47,1.25,2900.800
MID,2026-03-24T23:00:00Z,N2EXMIDP,2026-03-24,47,0.00,0.000
MID,2026-03-24T22:30:00Z,APXMIDP,2026-03-24,46,6.14,3888.150
MID,2026-03-24T22:30:00Z,N2EXMIDP,2026-03-24,46,0.00,0.000
MID,2026-03-24T22:00:00Z,APXMIDP,2026-03-24,45,20.03,3189.650
MID,2026-03-24T22:00:00Z,N2EXMIDP,2026-03-24,45,0.00,0.000
MID,2026-03-24T21:30:00Z,APXMIDP,2026-03-24,44,26.44,2984.100
MID,2026-03-24T21:30:00Z,N2EXMIDP,2026-03-24,44,0.00,0.000
MID,2026-03-24T21:00:00Z,APXMIDP,2026-03-24,43,53.83,3437.600
MID,2026-03-24T21:00:00Z,N2EXMIDP,2026-03-24,43,0.00,0.000
MID,2026-03-24T20:30:00Z,APXMIDP,2026-03-24,42,73.12,4340.400
MID,2026-03-24T20:30:00Z,N2EXMIDP,2026-03-24,42,0.00,0.000
MID,2026-03-24T20:00:00Z,APXMIDP,2026-03-24,41,74.08,4256.950
MID,2026-03-24T20:00:00Z,N2EXMIDP,2026-03-24,41,0.00,0.000
MID,2026-03-24T19:30:00Z,APXMIDP,2026-03-24,40,67.05,3964.900
MID,2026-03-24T19:30:00Z,N2EXMIDP,2026-03-24,40,0.00,0.000
MID,2026-03-24T19:00:00Z,APXMIDP,2026-03-24,39,71.18,3745.850
MID,2026-03-24T19:00:00Z,N2EXMIDP,2026-03-24,39,0.00,0.000
MID,2026-03-24T18:30:00Z,APXMIDP,2026-03-24,38,96.12,4028.350
MID,2026-03-24T18:30:00Z,N2EXMIDP,2026-03-24,38,0.00,0.000
MID,2026-03-24T18:00:00Z,APXMIDP,2026-03-24,37,99.67,4328.650
MID,2026-03-24T18:00:00Z,N2EXMIDP,2026-03-24,37,0.00,0.000
MID,2026-03-24T17:30:00Z,APXMIDP,2026-03-24,36,94.61,3967.700
MID,2026-03-24T17:30:00Z,N2EXMIDP,2026-03-24,36,0.00,0.000
MID,2026-03-24T17:00:00Z,APXMIDP,2026-03-24,35,101.60,3699.850
MID,2026-03-24T17:00:00Z,N2EXMIDP,2026-03-24,35,0.00,0.000
MID,2026-03-24T16:30:00Z,APXMIDP,2026-03-24,34,84.10,3456.550
MID,2026-03-24T16:30:00Z,N2EXMIDP,2026-03-24,34,0.00,0.000
MID,2026-03-24T16:00:00Z,APXMIDP,2026-03-24,33,87.84,3096.250
MID,2026-03-24T16:00:00Z,N2EXMIDP,2026-03-24,33,0.00,0.000
MID,2026-03-24T15:30:00Z,APXMIDP,2026-03-24,32,99.25,3778.500
MID,2026-03-24T15:30:00Z,N2EXMIDP,2026-03-24,32,0.00,0.000
MID,2026-03-24T15:00:00Z,APXMIDP,2026-03-24,31,80.71,2933.600
MID,2026-03-24T15:00:00Z,N2EXMIDP,2026-03-24,31,0.00,0.000
MID,2026-03-24T14:30:00Z,APXMIDP,2026-03-24,30,75.04,3427.450
MID,2026-03-24T14:30:00Z,N2EXMIDP,2026-03-24,30,0.00,0.000
MID,2026-03-24T14:00:00Z,APXMIDP,2026-03-24,29,76.09,3244.400
MID,2026-03-24T14:00:00Z,N2EXMIDP,2026-03-24,29,0.00,0.000
MID,2026-03-24T13:30:00Z,APXMIDP,2026-03-24,28,77.26,3105.600
MID,2026-03-24T13:30:00Z,N2EXMIDP,2026-03-24,28,0.00,0.000
MID,2026-03-24T13:00:00Z,APXMIDP,2026-03-24,27,76.56,3187.000
MID,2026-03-24T13:00:00Z,N2EXMIDP,2026-03-24,27,0.00,0.000
MID,2026-03-24T12:30:00Z,APXMIDP,2026-03-24,26,72.85,2819.100
MID,2026-03-24T12:30:00Z,N2EXMIDP,2026-03-24,26,0.00,0.000
MID,2026-03-24T12:00:00Z,APXMIDP,2026-03-24,25,69.85,2845.050
MID,2026-03-24T12:00:00Z,N2EXMIDP,2026-03-24,25,0.00,0.000
MID,2026-03-24T11:30:00Z,APXMIDP,2026-03-24,24,68.11,2643.250
MID,2026-03-24T11:30:00Z,N2EXMIDP,2026-03-24,24,0.00,0.000
MID,2026-03-24T11:00:00Z,APXMIDP,2026-03-24,23,66.71,2718.950
MID,2026-03-24T11:00:00Z,N2EXMIDP,2026-03-24,23,0.00,0.000
MID,2026-03-24T10:30:00Z,APXMIDP,2026-03-24,22,59.16,2743.900
MID,2026-03-24T10:30:00Z,N2EXMIDP,2026-03-24,22,0.00,0.000
MID,2026-03-24T10:00:00Z,APXMIDP,2026-03-24,21,57.71,2582.200
MID,2026-03-24T10:00:00Z,N2EXMIDP,2026-03-24,21,0.00,0.000
MID,2026-03-24T09:30:00Z,APXMIDP,2026-03-24,20,52.17,2295.950
MID,2026-03-24T09:30:00Z,N2EXMIDP,2026-03-24,20,0.00,0.000
MID,2026-03-24T09:00:00Z,APXMIDP,2026-03-24,19,51.93,2312.650
MID,2026-03-24T09:00:00Z,N2EXMIDP,2026-03-24,19,0.00,0.000
MID,2026-03-24T08:30:00Z,APXMIDP,2026-03-24,18,55.01,2547.150
MID,2026-03-24T08:30:00Z,N2EXMIDP,2026-03-24,18,0.00,0.000
MID,2026-03-24T08:00:00Z,APXMIDP,2026-03-24,17,60.97,2711.000
MID,2026-03-24T08:00:00Z,N2EXMIDP,2026-03-24,17,0.00,0.000
MID,2026-03-24T07:30:00Z,APXMIDP,2026-03-24,16,65.45,2850.500
MID,2026-03-24T07:30:00Z,N2EXMIDP,2026-03-24,16,0.00,0.000
MID,2026-03-24T07:00:00Z,APXMIDP,2026-03-24,15,60.79,3196.100
MID,2026-03-24T07:00:00Z,N2EXMIDP,2026-03-24,15,0.00,0.000
MID,2026-03-24T06:30:00Z,APXMIDP,2026-03-24,14,67.26,2816.600
MID,2026-03-24T06:30:00Z,N2EXMIDP,2026-03-24,14,0.00,0.000
MID,2026-03-24T06:00:00Z,APXMIDP,2026-03-24,13,52.49,2658.900
MID,2026-03-24T06:00:00Z,N2EXMIDP,2026-03-24,13,0.00,0.000
MID,2026-03-24T05:30:00Z,APXMIDP,2026-03-24,12,43.32,2852.300
MID,2026-03-24T05:30:00Z,N2EXMIDP,2026-03-24,12,0.00,0.000
MID,2026-03-24T05:00:00Z,APXMIDP,2026-03-24,11,30.03,2447.350
MID,2026-03-24T05:00:00Z,N2EXMIDP,2026-03-24,11,0.00,0.000
MID,2026-03-24T04:30:00Z,APXMIDP,2026-03-24,10,28.59,2236.100
MID,2026-03-24T04:30:00Z,N2EXMIDP,2026-03-24,10,0.00,0.000
MID,2026-03-24T04:00:00Z,APXMIDP,2026-03-24,9,30.57,2182.250
MID,2026-03-24T04:00:00Z,N2EXMIDP,2026-03-24,9,0.00,0.000
MID,2026-03-24T03:30:00Z,APXMIDP,2026-03-24,8,32.44,1908.100
MID,2026-03-24T03:30:00Z,N2EXMIDP,2026-03-24,8,0.00,0.000
MID,2026-03-24T03:00:00Z,APXMIDP,2026-03-24,7,33.86,1865.450
MID,2026-03-24T03:00:00Z,N2EXMIDP,2026-03-24,7,0.00,0.000
MID,2026-03-24T02:30:00Z,APXMIDP,2026-03-24,6,34.32,2425.450
MID,2026-03-24T02:30:00Z,N2EXMIDP,2026-03-24,6,0.00,0.000
MID,2026-03-24T02:00:00Z,APXMIDP,2026-03-24,5,37.04,2245.050
MID,2026-03-24T02:00:00Z,N2EXMIDP,2026-03-24,5,0.00,0.000
MID,2026-03-24T01:30:00Z,APXMIDP,2026-03-24,4,37.87,2375.650
MID,2026-03-24T01:30:00Z,N2EXMIDP,2026-03-24,4,0.00,0.000
MID,2026-03-24T01:00:00Z,APXMIDP,2026-03-24,3,37.52,2449.200
MID,2026-03-24T01:00:00Z,N2EXMIDP,2026-03-24,3,0.00,0.000
MID,2026-03-24T00:30:00Z,APXMIDP,2026-03-24,2,40.56,1824.400
MID,2026-03-24T00:30:00Z,N2EXMIDP,2026-03-24,2,0.00,0.000
MID,2026-03-24T00:00:00Z,APXMIDP,2026-03-24,1,38.23,1576.150
MID,2026-03-24T00:00:00Z,N2EXMIDP,2026-03-24,1,0.00,0.000
MID,2026-03-23T23:30:00Z,APXMIDP,2026-03-23,48,35.81,1864.400
MID,2026-03-23T23:30:00Z,N2EXMIDP,2026-03-23,48,0.00,0.000
MID,2026-03-23T23:00:00Z,APXMIDP,2026-03-23,47,42.43,2004.050
MID,2026-03-23T23:00:00Z,N2EXMIDP,2026-03-23,47,0.00,0.000
MID,2026-03-23T22:30:00Z,APXMIDP,2026-03-23,46,78.12,3024.250
MID,2026-03-23T22:30:00Z,N2EXMIDP,2026-03-23,46,0.00,0.000
MID,2026-03-23T22:00:00Z,APXMIDP,2026-03-23,45,104.21,2704.900
MID,2026-03-23T22:00:00Z,N2EXMIDP,2026-03-23,45,0.00,0.000
MID,2026-03-23T21:30:00Z,APXMIDP,2026-03-23,44,93.84,1881.950
MID,2026-03-23T21:30:00Z,N2EXMIDP,2026-03-23,44,0.00,0.000
MID,2026-03-23T21:00:00Z,APXMIDP,2026-03-23,43,107.44,2063.150
MID,2026-03-23T21:00:00Z,N2EXMIDP,2026-03-23,43,0.00,0.000
MID,2026-03-23T20:30:00Z,APXMIDP,2026-03-23,42,112.66,3107.750
MID,2026-03-23T20:30:00Z,N2EXMIDP,2026-03-23,42,0.00,0.000
MID,2026-03-23T20:00:00Z,APXMIDP,2026-03-23,41,120.52,3580.200
MID,2026-03-23T20:00:00Z,N2EXMIDP,2026-03-23,41,0.00,0.000
MID,2026-03-23T19:30:00Z,APXMIDP,2026-03-23,40,136.08,3772.400
MID,2026-03-23T19:30:00Z,N2EXMIDP,2026-03-23,40,0.00,0.000
MID,2026-03-23T19:00:00Z,APXMIDP,2026-03-23,39,141.40,4018.700
MID,2026-03-23T19:00:00Z,N2EXMIDP,2026-03-23,39,0.00,0.000
MID,2026-03-23T18:30:00Z,APXMIDP,2026-03-23,38,152.22,4650.900
MID,2026-03-23T18:30:00Z,N2EXMIDP,2026-03-23,38,0.00,0.000
MID,2026-03-23T18:00:00Z,APXMIDP,2026-03-23,37,149.75,4472.850
MID,2026-03-23T18:00:00Z,N2EXMIDP,2026-03-23,37,0.00,0.000
MID,2026-03-23T17:30:00Z,APXMIDP,2026-03-23,36,141.36,4457.550
MID,2026-03-23T17:30:00Z,N2EXMIDP,2026-03-23,36,0.00,0.000
MID,2026-03-23T17:00:00Z,APXMIDP,2026-03-23,35,139.39,4126.750
MID,2026-03-23T17:00:00Z,N2EXMIDP,2026-03-23,35,0.00,0.000
MID,2026-03-23T16:30:00Z,APXMIDP,2026-03-23,34,114.97,2811.400
MID,2026-03-23T16:30:00Z,N2EXMIDP,2026-03-23,34,0.00,0.000
MID,2026-03-23T16:00:00Z,APXMIDP,2026-03-23,33,106.73,2481.400
MID,2026-03-23T16:00:00Z,N2EXMIDP,2026-03-23,33,0.00,0.000
MID,2026-03-23T15:30:00Z,APXMIDP,2026-03-23,32,103.91,3086.950
MID,2026-03-23T15:30:00Z,N2EXMIDP,2026-03-23,32,0.00,0.000
MID,2026-03-23T15:00:00Z,APXMIDP,2026-03-23,31,104.46,2752.150
MID,2026-03-23T15:00:00Z,N2EXMIDP,2026-03-23,31,0.00,0.000
MID,2026-03-23T14:30:00Z,APXMIDP,2026-03-23,30,96.21,3898.800
MID,2026-03-23T14:30:00Z,N2EXMIDP,2026-03-23,30,0.00,0.000
MID,2026-03-23T14:00:00Z,APXMIDP,2026-03-23,29,97.90,3663.800
MID,2026-03-23T14:00:00Z,N2EXMIDP,2026-03-23,29,0.00,0.000
MID,2026-03-23T13:30:00Z,APXMIDP,2026-03-23,28,100.15,3806.100
MID,2026-03-23T13:30:00Z,N2EXMIDP,2026-03-23,28,0.00,0.000
MID,2026-03-23T13:00:00Z,APXMIDP,2026-03-23,27,95.34,4038.600
MID,2026-03-23T13:00:00Z,N2EXMIDP,2026-03-23,27,0.00,0.000
MID,2026-03-23T12:30:00Z,APXMIDP,2026-03-23,26,101.00,3899.800
MID,2026-03-23T12:30:00Z,N2EXMIDP,2026-03-23,26,0.00,0.000
MID,2026-03-23T12:00:00Z,APXMIDP,2026-03-23,25,98.59,2999.200
MID,2026-03-23T12:00:00Z,N2EXMIDP,2026-03-23,25,0.00,0.000
MID,2026-03-23T11:30:00Z,APXMIDP,2026-03-23,24,101.88,2416.350
MID,2026-03-23T11:30:00Z,N2EXMIDP,2026-03-23,24,0.00,0.000
MID,2026-03-23T11:00:00Z,APXMIDP,2026-03-23,23,105.24,2307.050
MID,2026-03-23T11:00:00Z,N2EXMIDP,2026-03-23,23,0.00,0.000
MID,2026-03-23T10:30:00Z,APXMIDP,2026-03-23,22,120.94,3296.850
MID,2026-03-23T10:30:00Z,N2EXMIDP,2026-03-23,22,0.00,0.000
MID,2026-03-23T10:00:00Z,APXMIDP,2026-03-23,21,125.43,3752.150
MID,2026-03-23T10:00:00Z,N2EXMIDP,2026-03-23,21,0.00,0.000
MID,2026-03-23T09:30:00Z,APXMIDP,2026-03-23,20,131.78,3277.750
MID,2026-03-23T09:30:00Z,N2EXMIDP,2026-03-23,20,0.00,0.000
MID,2026-03-23T09:00:00Z,APXMIDP,2026-03-23,19,140.56,3459.100
MID,2026-03-23T09:00:00Z,N2EXMIDP,2026-03-23,19,0.00,0.000
MID,2026-03-23T08:30:00Z,APXMIDP,2026-03-23,18,152.45,2624.750
MID,2026-03-23T08:30:00Z,N2EXMIDP,2026-03-23,18,0.00,0.000
MID,2026-03-23T08:00:00Z,APXMIDP,2026-03-23,17,151.89,2578.800
MID,2026-03-23T08:00:00Z,N2EXMIDP,2026-03-23,17,0.00,0.000
MID,2026-03-23T07:30:00Z,APXMIDP,2026-03-23,16,150.96,3194.800
MID,2026-03-23T07:30:00Z,N2EXMIDP,2026-03-23,16,0.00,0.000
MID,2026-03-23T07:00:00Z,APXMIDP,2026-03-23,15,151.85,2889.850
MID,2026-03-23T07:00:00Z,N2EXMIDP,2026-03-23,15,0.00,0.000
MID,2026-03-23T06:30:00Z,APXMIDP,2026-03-23,14,163.96,3604.850
MID,2026-03-23T06:30:00Z,N2EXMIDP,2026-03-23,14,0.00,0.000
MID,2026-03-23T06:00:00Z,APXMIDP,2026-03-23,13,154.95,3510.750
MID,2026-03-23T06:00:00Z,N2EXMIDP,2026-03-23,13,0.00,0.000
MID,2026-03-23T05:30:00Z,APXMIDP,2026-03-23,12,149.11,2580.750
MID,2026-03-23T05:30:00Z,N2EXMIDP,2026-03-23,12,0.00,0.000
MID,2026-03-23T05:00:00Z,APXMIDP,2026-03-23,11,148.10,2719.300
MID,2026-03-23T05:00:00Z,N2EXMIDP,2026-03-23,11,0.00,0.000
MID,2026-03-23T04:30:00Z,APXMIDP,2026-03-23,10,135.91,2535.400
MID,2026-03-23T04:30:00Z,N2EXMIDP,2026-03-23,10,0.00,0.000
MID,2026-03-23T04:00:00Z,APXMIDP,2026-03-23,9,139.13,2101.950
MID,2026-03-23T04:00:00Z,N2EXMIDP,2026-03-23,9,0.00,0.000
MID,2026-03-23T03:30:00Z,APXMIDP,2026-03-23,8,132.64,2087.800
MID,2026-03-23T03:30:00Z,N2EXMIDP,2026-03-23,8,0.00,0.000
MID,2026-03-23T03:00:00Z,APXMIDP,2026-03-23,7,134.30,1943.600
MID,2026-03-23T03:00:00Z,N2EXMIDP,2026-03-23,7,0.00,0.000
MID,2026-03-23T02:30:00Z,APXMIDP,2026-03-23,6,134.78,2238.350
MID,2026-03-23T02:30:00Z,N2EXMIDP,2026-03-23,6,0.00,0.000
MID,2026-03-23T02:00:00Z,APXMIDP,2026-03-23,5,137.48,1796.100
MID,2026-03-23T02:00:00Z,N2EXMIDP,2026-03-23,5,0.00,0.000
MID,2026-03-23T01:30:00Z,APXMIDP,2026-03-23,4,134.51,1773.350
MID,2026-03-23T01:30:00Z,N2EXMIDP,2026-03-23,4,0.00,0.000
MID,2026-03-23T01:00:00Z,APXMIDP,2026-03-23,3,134.39,1559.700
MID,2026-03-23T01:00:00Z,N2EXMIDP,2026-03-23,3,0.00,0.000
MID,2026-03-23T00:30:00Z,APXMIDP,2026-03-23,2,132.63,1311.500
MID,2026-03-23T00:30:00Z,N2EXMIDP,2026-03-23,2,0.00,0.000
MID,2026-03-23T00:00:00Z,APXMIDP,2026-03-23,1,129.24,1335.050
MID,2026-03-23T00:00:00Z,N2EXMIDP,2026-03-23,1,0.00,0.000
MID,2026-03-22T23:30:00Z,APXMIDP,2026-03-22,48,126.26,1429.200
MID,2026-03-22T23:30:00Z,N2EXMIDP,2026-03-22,48,0.00,0.000
MID,2026-03-22T23:00:00Z,APXMIDP,2026-03-22,47,127.11,1739.400
MID,2026-03-22T23:00:00Z,N2EXMIDP,2026-03-22,47,0.00,0.000
MID,2026-03-22T22:30:00Z,APXMIDP,2026-03-22,46,131.56,1964.800
MID,2026-03-22T22:30:00Z,N2EXMIDP,2026-03-22,46,0.00,0.000
MID,2026-03-22T22:00:00Z,APXMIDP,2026-03-22,45,131.68,2473.250
MID,2026-03-22T22:00:00Z,N2EXMIDP,2026-03-22,45,0.00,0.000
MID,2026-03-22T21:30:00Z,APXMIDP,2026-03-22,44,132.95,2163.600
MID,2026-03-22T21:30:00Z,N2EXMIDP,2026-03-22,44,0.00,0.000
MID,2026-03-22T21:00:00Z,APXMIDP,2026-03-22,43,147.10,1978.050
MID,2026-03-22T21:00:00Z,N2EXMIDP,2026-03-22,43,0.00,0.000
MID,2026-03-22T20:30:00Z,APXMIDP,2026-03-22,42,153.46,1863.900
MID,2026-03-22T20:30:00Z,N2EXMIDP,2026-03-22,42,0.00,0.000
MID,2026-03-22T20:00:00Z,APXMIDP,2026-03-22,41,159.84,2136.050
MID,2026-03-22T20:00:00Z,N2EXMIDP,2026-03-22,41,0.00,0.000
MID,2026-03-22T19:30:00Z,APXMIDP,2026-03-22,40,166.50,2295.000
MID,2026-03-22T19:30:00Z,N2EXMIDP,2026-03-22,40,0.00,0.000
MID,2026-03-22T19:00:00Z,APXMIDP,2026-03-22,39,167.96,2207.000
MID,2026-03-22T19:00:00Z,N2EXMIDP,2026-03-22,39,0.00,0.000
MID,2026-03-22T18:30:00Z,APXMIDP,2026-03-22,38,172.97,2477.750
MID,2026-03-22T18:30:00Z,N2EXMIDP,2026-03-22,38,0.00,0.000
MID,2026-03-22T18:00:00Z,APXMIDP,2026-03-22,37,167.84,2090.650
MID,2026-03-22T18:00:00Z,N2EXMIDP,2026-03-22,37,0.00,0.000
MID,2026-03-22T17:30:00Z,APXMIDP,2026-03-22,36,160.22,2174.800
MID,2026-03-22T17:30:00Z,N2EXMIDP,2026-03-22,36,0.00,0.000
MID,2026-03-22T17:00:00Z,APXMIDP,2026-03-22,35,153.34,2002.600
MID,2026-03-22T17:00:00Z,N2EXMIDP,2026-03-22,35,0.00,0.000
MID,2026-03-22T16:30:00Z,APXMIDP,2026-03-22,34,136.43,1755.100
MID,2026-03-22T16:30:00Z,N2EXMIDP,2026-03-22,34,0.00,0.000
MID,2026-03-22T16:00:00Z,APXMIDP,2026-03-22,33,129.42,2185.150
MID,2026-03-22T16:00:00Z,N2EXMIDP,2026-03-22,33,0.00,0.000
MID,2026-03-22T15:30:00Z,APXMIDP,2026-03-22,32,125.36,1969.800
MID,2026-03-22T15:30:00Z,N2EXMIDP,2026-03-22,32,0.00,0.000
MID,2026-03-22T15:00:00Z,APXMIDP,2026-03-22,31,124.09,2116.000
MID,2026-03-22T15:00:00Z,N2EXMIDP,2026-03-22,31,0.00,0.000
MID,2026-03-22T14:30:00Z,APXMIDP,2026-03-22,30,121.77,2267.300
MID,2026-03-22T14:30:00Z,N2EXMIDP,2026-03-22,30,0.00,0.000
MID,2026-03-22T14:00:00Z,APXMIDP,2026-03-22,29,122.34,1955.550
MID,2026-03-22T14:00:00Z,N2EXMIDP,2026-03-22,29,0.00,0.000
MID,2026-03-22T13:30:00Z,APXMIDP,2026-03-22,28,121.38,1756.550
MID,2026-03-22T13:30:00Z,N2EXMIDP,2026-03-22,28,0.00,0.000
MID,2026-03-22T13:00:00Z,APXMIDP,2026-03-22,27,119.77,1875.000
MID,2026-03-22T13:00:00Z,N2EXMIDP,2026-03-22,27,0.00,0.000
MID,2026-03-22T12:30:00Z,APXMIDP,2026-03-22,26,115.70,1801.100
MID,2026-03-22T12:30:00Z,N2EXMIDP,2026-03-22,26,0.00,0.000
MID,2026-03-22T12:00:00Z,APXMIDP,2026-03-22,25,115.83,1623.750
MID,2026-03-22T12:00:00Z,N2EXMIDP,2026-03-22,25,0.00,0.000
MID,2026-03-22T11:30:00Z,APXMIDP,2026-03-22,24,113.79,1753.550
MID,2026-03-22T11:30:00Z,N2EXMIDP,2026-03-22,24,0.00,0.000
MID,2026-03-22T11:00:00Z,APXMIDP,2026-03-22,23,113.64,1645.400
MID,2026-03-22T11:00:00Z,N2EXMIDP,2026-03-22,23,0.00,0.000
MID,2026-03-22T10:30:00Z,APXMIDP,2026-03-22,22,109.36,1385.050
MID,2026-03-22T10:30:00Z,N2EXMIDP,2026-03-22,22,0.00,0.000
MID,2026-03-22T10:00:00Z,APXMIDP,2026-03-22,21,106.56,1268.700
MID,2026-03-22T10:00:00Z,N2EXMIDP,2026-03-22,21,0.00,0.000
MID,2026-03-22T09:30:00Z,APXMIDP,2026-03-22,20,106.11,1441.500
MID,2026-03-22T09:30:00Z,N2EXMIDP,2026-03-22,20,0.00,0.000
MID,2026-03-22T09:00:00Z,APXMIDP,2026-03-22,19,101.19,1140.250
MID,2026-03-22T09:00:00Z,N2EXMIDP,2026-03-22,19,0.00,0.000
MID,2026-03-22T08:30:00Z,APXMIDP,2026-03-22,18,103.95,946.800
MID,2026-03-22T08:30:00Z,N2EXMIDP,2026-03-22,18,0.00,0.000
MID,2026-03-22T08:00:00Z,APXMIDP,2026-03-22,17,105.15,967.550
MID,2026-03-22T08:00:00Z,N2EXMIDP,2026-03-22,17,0.00,0.000
MID,2026-03-22T07:30:00Z,APXMIDP,2026-03-22,16,106.04,986.500
MID,2026-03-22T07:30:00Z,N2EXMIDP,2026-03-22,16,0.00,0.000
MID,2026-03-22T07:00:00Z,APXMIDP,2026-03-22,15,109.03,895.150
MID,2026-03-22T07:00:00Z,N2EXMIDP,2026-03-22,15,0.00,0.000
MID,2026-03-22T06:30:00Z,APXMIDP,2026-03-22,14,102.05,928.000
MID,2026-03-22T06:30:00Z,N2EXMIDP,2026-03-22,14,0.00,0.000
MID,2026-03-22T06:00:00Z,APXMIDP,2026-03-22,13,99.49,899.900
MID,2026-03-22T06:00:00Z,N2EXMIDP,2026-03-22,13,0.00,0.000
MID,2026-03-22T05:30:00Z,APXMIDP,2026-03-22,12,101.68,976.350
MID,2026-03-22T05:30:00Z,N2EXMIDP,2026-03-22,12,0.00,0.000
MID,2026-03-22T05:00:00Z,APXMIDP,2026-03-22,11,99.83,1030.800
MID,2026-03-22T05:00:00Z,N2EXMIDP,2026-03-22,11,0.00,0.000
MID,2026-03-22T04:30:00Z,APXMIDP,2026-03-22,10,99.71,1023.450
MID,2026-03-22T04:30:00Z,N2EXMIDP,2026-03-22,10,0.00,0.000
MID,2026-03-22T04:00:00Z,APXMIDP,2026-03-22,9,99.71,966.250
MID,2026-03-22T04:00:00Z,N2EXMIDP,2026-03-22,9,0.00,0.000
MID,2026-03-22T03:30:00Z,APXMIDP,2026-03-22,8,100.27,876.150
MID,2026-03-22T03:30:00Z,N2EXMIDP,2026-03-22,8,0.00,0.000
MID,2026-03-22T03:00:00Z,APXMIDP,2026-03-22,7,104.21,777.700
MID,2026-03-22T03:00:00Z,N2EXMIDP,2026-03-22,7,0.00,0.000
MID,2026-03-22T02:30:00Z,APXMIDP,2026-03-22,6,104.18,1217.000
MID,2026-03-22T02:30:00Z,N2EXMIDP,2026-03-22,6,0.00,0.000
MID,2026-03-22T02:00:00Z,APXMIDP,2026-03-22,5,105.43,961.050
MID,2026-03-22T02:00:00Z,N2EXMIDP,2026-03-22,5,0.00,0.000
MID,2026-03-22T01:30:00Z,APXMIDP,2026-03-22,4,102.77,1083.150
MID,2026-03-22T01:30:00Z,N2EXMIDP,2026-03-22,4,0.00,0.000
MID,2026-03-22T01:00:00Z,APXMIDP,2026-03-22,3,106.13,1017.950
MID,2026-03-22T01:00:00Z,N2EXMIDP,2026-03-22,3,0.00,0.000
MID,2026-03-22T00:30:00Z,APXMIDP,2026-03-22,2,107.70,1519.200
MID,2026-03-22T00:30:00Z,N2EXMIDP,2026-03-22,2,0.00,0.000
MID,2026-03-22T00:00:00Z,APXMIDP,2026-03-22,1,99.54,1281.600
MID,2026-03-22T00:00:00Z,N2EXMIDP,2026-03-22,1,0.00,0.000
MID,2026-03-21T23:30:00Z,APXMIDP,2026-03-21,48,102.81,1476.600
MID,2026-03-21T23:30:00Z,N2EXMIDP,2026-03-21,48,0.00,0.000
MID,2026-03-21T23:00:00Z,APXMIDP,2026-03-21,47,106.63,1253.650
MID,2026-03-21T23:00:00Z,N2EXMIDP,2026-03-21,47,0.00,0.000
MID,2026-03-21T22:30:00Z,APXMIDP,2026-03-21,46,110.24,1982.000
MID,2026-03-21T22:30:00Z,N2EXMIDP,2026-03-21,46,0.00,0.000
MID,2026-03-21T22:00:00Z,APXMIDP,2026-03-21,45,111.45,1880.150
MID,2026-03-21T22:00:00Z,N2EXMIDP,2026-03-21,45,0.00,0.000
MID,2026-03-21T21:30:00Z,APXMIDP,2026-03-21,44,112.42,1751.450
MID,2026-03-21T21:30:00Z,N2EXMIDP,2026-03-21,44,0.00,0.000
MID,2026-03-21T21:00:00Z,APXMIDP,2026-03-21,43,117.89,1778.250
