Dataset,StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
MID,2026-06-20T02:30:00Z,N2EXMIDP,2026-06-20,8,0.00,0.000
MID,2026-06-20T02:00:00Z,APXMIDP,2026-06-20,7,97.04,3229.800
MID,2026-06-20T02:00:00Z,N2EXMIDP,2026-06-20,7,0.00,0.000
MID,2026-06-20T01:30:00Z,APXMIDP,2026-06-20,6,93.70,2989.500
MID,2026-06-20T01:30:00Z,N2EXMIDP,2026-06-20,6,0.00,0.000
MID,2026-06-20T01:00:00Z,APXMIDP,2026-06-20,5,92.27,2768.800
MID,2026-06-20T01:00:00Z,N2EXMIDP,2026-06-20,5,0.00,0.000
MID,2026-06-20T00:30:00Z,APXMIDP,2026-06-20,4,93.63,2454.300
MID,2026-06-20T00:30:00Z,N2EXMIDP,2026-06-20,4,0.00,0.000
MID,2026-06-20T00:00:00Z,APXMIDP,2026-06-20,3,94.57,2656.850
MID,2026-06-20T00:00:00Z,N2EXMIDP,2026-06-20,3,0.00,0.000
MID,2026-06-19T23:30:00Z,APXMIDP,2026-06-20,2,92.29,2239.100
MID,2026-06-19T23:30:00Z,N2EXMIDP,2026-06-20,2,0.00,0.000
MID,2026-06-19T23:00:00Z,APXMIDP,2026-06-20,1,98.19,2284.350
MID,2026-06-19T23:00:00Z,N2EXMIDP,2026-06-20,1,0.00,0.000
MID,2026-06-19T22:30:00Z,APXMIDP,2026-06-19,48,94.86,1965.200
MID,2026-06-19T22:30:00Z,N2EXMIDP,2026-06-19,48,0.00,0.000
MID,2026-06-19T22:00:00Z,APXMIDP,2026-06-19,47,97.10,2334.600
MID,2026-06-19T22:00:00Z,N2EXMIDP,2026-06-19,47,0.00,0.000
MID,2026-06-19T21:30:00Z,APXMIDP,2026-06-19,46,117.33,3552.600
MID,2026-06-19T21:30:00Z,N2EXMIDP,2026-06-19,46,0.00,0.000
MID,2026-06-19T21:00:00Z,APXMIDP,2026-06-19,45,114.32,3237.050
MID,2026-06-19T21:00:00Z,N2EXMIDP,2026-06-19,45,0.00,0.000
MID,2026-06-19T20:30:00Z,APXMIDP,2026-06-19,44,116.69,3765.550
MID,2026-06-19T20:30:00Z,N2EXMIDP,2026-06-19,44,0.00,0.000
MID,2026-06-19T20:00:00Z,APXMIDP,2026-06-19,43,118.71,3718.250
MID,2026-06-19T20:00:00Z,N2EXMIDP,2026-06-19,43,0.00,0.000
MID,2026-06-19T19:30:00Z,APXMIDP,2026-06-19,42,132.97,3480.050
MID,2026-06-19T19:30:00Z,N2EXMIDP,2026-06-19,42,0.00,0.000
MID,2026-06-19T19:00:00Z,APXMIDP,2026-06-19,41,128.26,3665.250
MID,2026-06-19T19:00:00Z,N2EXMIDP,2026-06-19,41,0.00,0.000
MID,2026-06-19T18:30:00Z,APXMIDP,2026-06-19,40,117.24,3119.350
MID,2026-06-19T18:30:00Z,N2EXMIDP,2026-06-19,40,0.00,0.000
MID,2026-06-19T18:00:00Z,APXMIDP,2026-06-19,39,111.53,3024.000
MID,2026-06-19T18:00:00Z,N2EXMIDP,2026-06-19,39,0.00,0.000
MID,2026-06-19T17:30:00Z,APXMIDP,2026-06-19,38,102.67,3665.150
MID,2026-06-19T17:30:00Z,N2EXMIDP,2026-06-19,38,0.00,0.000
MID,2026-06-19T17:00:00Z,APXMIDP,2026-06-19,37,78.05,3247.450
MID,2026-06-19T17:00:00Z,N2EXMIDP,2026-06-19,37,0.00,0.000
MID,2026-06-19T16:30:00Z,APXMIDP,2026-06-19,36,88.57,3283.500
MID,2026-06-19T16:30:00Z,N2EXMIDP,2026-06-19,36,0.00,0.000
MID,2026-06-19T16:00:00Z,APXMIDP,2026-06-19,35,95.05,3483.400
MID,2026-06-19T16:00:00Z,N2EXMIDP,2026-06-19,35,0.00,0.000
MID,2026-06-19T15:30:00Z,APXMIDP,2026-06-19,34,76.78,4296.600
MID,2026-06-19T15:30:00Z,N2EXMIDP,2026-06-19,34,0.00,0.000
MID,2026-06-19T15:00:00Z,APXMIDP,2026-06-19,33,84.09,4129.050
MID,2026-06-19T15:00:00Z,N2EXMIDP,2026-06-19,33,0.00,0.000
MID,2026-06-19T14:30:00Z,APXMIDP,2026-06-19,32,93.97,3589.250
MID,2026-06-19T14:30:00Z,N2EXMIDP,2026-06-19,32,0.00,0.000
MID,2026-06-19T14:00:00Z,APXMIDP,2026-06-19,31,98.30,3833.600
MID,2026-06-19T14:00:00Z,N2EXMIDP,2026-06-19,31,0.00,0.000
MID,2026-06-19T13:30:00Z,APXMIDP,2026-06-19,30,78.83,3951.450
MID,2026-06-19T13:30:00Z,N2EXMIDP,2026-06-19,30,0.00,0.000
MID,2026-06-19T13:00:00Z,APXMIDP,2026-06-19,29,75.19,4141.550
MID,2026-06-19T13:00:00Z,N2EXMIDP,2026-06-19,29,0.00,0.000
MID,2026-06-19T12:30:00Z,APXMIDP,2026-06-19,28,68.11,4006.300
MID,2026-06-19T12:30:00Z,N2EXMIDP,2026-06-19,28,0.00,0.000
MID,2026-06-19T12:00:00Z,APXMIDP,2026-06-19,27,67.51,3661.700
MID,2026-06-19T12:00:00Z,N2EXMIDP,2026-06-19,27,0.00,0.000
MID,2026-06-19T11:30:00Z,APXMIDP,2026-06-19,26,64.06,3459.400
MID,2026-06-19T11:30:00Z,N2EXMIDP,2026-06-19,26,0.00,0.000
MID,2026-06-19T11:00:00Z,APXMIDP,2026-06-19,25,53.91,3671.550
MID,2026-06-19T11:00:00Z,N2EXMIDP,2026-06-19,25,0.00,0.000
MID,2026-06-19T10:30:00Z,APXMIDP,2026-06-19,24,54.26,3079.450
MID,2026-06-19T10:30:00Z,N2EXMIDP,2026-06-19,24,0.00,0.000
MID,2026-06-19T10:00:00Z,APXMIDP,2026-06-19,23,46.76,3022.200
MID,2026-06-19T10:00:00Z,N2EXMIDP,2026-06-19,23,0.00,0.000
MID,2026-06-19T09:30:00Z,APXMIDP,2026-06-19,22,58.98,2833.800
MID,2026-06-19T09:30:00Z,N2EXMIDP,2026-06-19,22,0.00,0.000
MID,2026-06-19T09:00:00Z,APXMIDP,2026-06-19,21,58.53,2499.550
MID,2026-06-19T09:00:00Z,N2EXMIDP,2026-06-19,21,0.00,0.000
MID,2026-06-19T08:30:00Z,APXMIDP,2026-06-19,20,74.64,2829.950
MID,2026-06-19T08:30:00Z,N2EXMIDP,2026-06-19,20,0.00,0.000
MID,2026-06-19T08:00:00Z,APXMIDP,2026-06-19,19,76.47,2470.900
MID,2026-06-19T08:00:00Z,N2EXMIDP,2026-06-19,19,0.00,0.000
MID,2026-06-19T07:30:00Z,APXMIDP,2026-06-19,18,88.90,3307.200
MID,2026-06-19T07:30:00Z,N2EXMIDP,2026-06-19,18,0.00,0.000
MID,2026-06-19T07:00:00Z,APXMIDP,2026-06-19,17,89.25,3127.700
MID,2026-06-19T07:00:00Z,N2EXMIDP,2026-06-19,17,0.00,0.000
MID,2026-06-19T06:30:00Z,APXMIDP,2026-06-19,16,95.71,3357.450
MID,2026-06-19T06:30:00Z,N2EXMIDP,2026-06-19,16,0.00,0.000
MID,2026-06-19T06:00:00Z,APXMIDP,2026-06-19,15,87.68,3160.500
MID,2026-06-19T06:00:00Z,N2EXMIDP,2026-06-19,15,0.00,0.000
MID,2026-06-19T05:30:00Z,APXMIDP,2026-06-19,14,98.58,3990.750
MID,2026-06-19T05:30:00Z,N2EXMIDP,2026-06-19,14,0.00,0.000
MID,2026-06-19T05:00:00Z,APXMIDP,2026-06-19,13,95.51,3707.650
MID,2026-06-19T05:00:00Z,N2EXMIDP,2026-06-19,13,0.00,0.000
MID,2026-06-19T04:30:00Z,APXMIDP,2026-06-19,12,89.96,3332.500
MID,2026-06-19T04:30:00Z,N2EXMIDP,2026-06-19,12,0.00,0.000
MID,2026-06-19T04:00:00Z,APXMIDP,2026-06-19,11,87.29,3098.100
MID,2026-06-19T04:00:00Z,N2EXMIDP,2026-06-19,11,0.00,0.000
MID,2026-06-19T03:30:00Z,APXMIDP,2026-06-19,10,85.06,2928.550
MID,2026-06-19T03:30:00Z,N2EXMIDP,2026-06-19,10,0.00,0.000
MID,2026-06-19T03:00:00Z,APXMIDP,2026-06-19,9,85.56,3137.050
MID,2026-06-19T03:00:00Z,N2EXMIDP,2026-06-19,9,0.00,0.000
MID,2026-06-19T02:30:00Z,APXMIDP,2026-06-19,8,86.14,2938.100
MID,2026-06-19T02:30:00Z,N2EXMIDP,2026-06-19,8,0.00,0.000
MID,2026-06-19T02:00:00Z,APXMIDP,2026-06-19,7,81.99,3121.200
MID,2026-06-19T02:00:00Z,N2EXMIDP,2026-06-19,7,0.00,0.000
MID,2026-06-19T01:30:00Z,APXMIDP,2026-06-19,6,82.66,2171.550
MID,2026-06-19T01:30:00Z,N2EXMIDP,2026-06-19,6,0.00,0.000
MID,2026-06-19T01:00:00Z,APXMIDP,2026-06-19,5,88.42,2471.800
MID,2026-06-19T01:00:00Z,N2EXMIDP,2026-06-19,5,0.00,0.000
MID,2026-06-19T00:30:00Z,APXMIDP,2026-06-19,4,84.71,1854.600
MID,2026-06-19T00:30:00Z,N2EXMIDP,2026-06-19,4,0.00,0.000
MID,2026-06-19T00:00:00Z,APXMIDP,2026-06-19,3,85.86,1660.400
MID,2026-06-19T00:00:00Z,N2EXMIDP,2026-06-19,3,0.00,0.000
MID,2026-06-18T23:30:00Z,APXMIDP,2026-06-19,2,94.34,1811.050
MID,2026-06-18T23:30:00Z,N2EXMIDP,2026-06-19,2,0.00,0.000
MID,2026-06-18T23:00:00Z,APXMIDP,2026-06-19,1,98.72,1873.100
MID,2026-06-18T23:00:00Z,N2EXMIDP,2026-06-19,1,0.00,0.000
MID,2026-06-18T22:30:00Z,APXMIDP,2026-06-18,48,110.49,2100.000
MID,2026-06-18T22:30:00Z,N2EXMIDP,2026-06-18,48,0.00,0.000
MID,2026-06-18T22:00:00Z,APXMIDP,2026-06-18,47,116.42,2283.850
MID,2026-06-18T22:00:00Z,N2EXMIDP,2026-06-18,47,0.00,0.000
MID,2026-06-18T21:30:00Z,APXMIDP,2026-06-18,46,112.44,3267.250
MID,2026-06-18T21:30:00Z,N2EXMIDP,2026-06-18,46,0.00,0.000
MID,2026-06-18T21:00:00Z,APXMIDP,2026-06-18,45,122.16,3478.000
MID,2026-06-18T21:00:00Z,N2EXMIDP,2026-06-18,45,0.00,0.000
MID,2026-06-18T20:30:00Z,APXMIDP,2026-06-18,44,118.52,3535.900
MID,2026-06-18T20:30:00Z,N2EXMIDP,2026-06-18,44,0.00,0.000
MID,2026-06-18T20:00:00Z,APXMIDP,2026-06-18,43,115.70,3358.950
MID,2026-06-18T20:00:00Z,N2EXMIDP,2026-06-18,43,0.00,0.000
MID,2026-06-18T19:30:00Z,APXMIDP,2026-06-18,42,122.94,4220.600
MID,2026-06-18T19:30:00Z,N2EXMIDP,2026-06-18,42,0.00,0.000
MID,2026-06-18T19:00:00Z,APXMIDP,2026-06-18,41,122.92,4065.300
MID,2026-06-18T19:00:00Z,N2EXMIDP,2026-06-18,41,0.00,0.000
MID,2026-06-18T18:30:00Z,APXMIDP,2026-06-18,40,137.71,4167.900
MID,2026-06-18T18:30:00Z,N2EXMIDP,2026-06-18,40,0.00,0.000
MID,2026-06-18T18:00:00Z,APXMIDP,2026-06-18,39,123.37,3801.750
MID,2026-06-18T18:00:00Z,N2EXMIDP,2026-06-18,39,0.00,0.000
MID,2026-06-18T17:30:00Z,APXMIDP,2026-06-18,38,117.17,3953.350
MID,2026-06-18T17:30:00Z,N2EXMIDP,2026-06-18,38,0.00,0.000
MID,2026-06-18T17:00:00Z,APXMIDP,2026-06-18,37,112.48,2956.000
MID,2026-06-18T17:00:00Z,N2EXMIDP,2026-06-18,37,0.00,0.000
MID,2026-06-18T16:30:00Z,APXMIDP,2026-06-18,36,115.48,3585.250
MID,2026-06-18T16:30:00Z,N2EXMIDP,2026-06-18,36,0.00,0.000
MID,2026-06-18T16:00:00Z,APXMIDP,2026-06-18,35,123.41,3450.600
MID,2026-06-18T16:00:00Z,N2EXMIDP,2026-06-18,35,0.00,0.000
MID,2026-06-18T15:30:00Z,APXMIDP,2026-06-18,34,93.13,3964.900
MID,2026-06-18T15:30:00Z,N2EXMIDP,2026-06-18,34,0.00,0.000
MID,2026-06-18T15:00:00Z,APXMIDP,2026-06-18,33,97.93,3021.600
MID,2026-06-18T15:00:00Z,N2EXMIDP,2026-06-18,33,0.00,0.000
MID,2026-06-18T14:30:00Z,APXMIDP,2026-06-18,32,97.50,3223.450
MID,2026-06-18T14:30:00Z,N2EXMIDP,2026-06-18,32,0.00,0.000
MID,2026-06-18T14:00:00Z,APXMIDP,2026-06-18,31,96.90,3128.050
MID,2026-06-18T14:00:00Z,N2EXMIDP,2026-06-18,31,0.00,0.000
MID,2026-06-18T13:30:00Z,APXMIDP,2026-06-18,30,94.58,3158.150
MID,2026-06-18T13:30:00Z,N2EXMIDP,2026-06-18,30,0.00,0.000
MID,2026-06-18T13:00:00Z,APXMIDP,2026-06-18,29,93.62,3169.150
MID,2026-06-18T13:00:00Z,N2EXMIDP,2026-06-18,29,0.00,0.000
MID,2026-06-18T12:30:00Z,APXMIDP,2026-06-18,28,92.26,3309.300
MID,2026-06-18T12:30:00Z,N2EXMIDP,2026-06-18,28,0.00,0.000
MID,2026-06-18T12:00:00Z,APXMIDP,2026-06-18,27,91.92,2983.050
MID,2026-06-18T12:00:00Z,N2EXMIDP,2026-06-18,27,0.00,0.000
MID,2026-06-18T11:30:00Z,APXMIDP,2026-06-18,26,90.45,2169.350
MID,2026-06-18T11:30:00Z,N2EXMIDP,2026-06-18,26,0.00,0.000
MID,2026-06-18T11:00:00Z,APXMIDP,2026-06-18,25,91.77,2536.450
MID,2026-06-18T11:00:00Z,N2EXMIDP,2026-06-18,25,0.00,0.000
MID,2026-06-18T10:30:00Z,APXMIDP,2026-06-18,24,94.47,2046.000
MID,2026-06-18T10:30:00Z,N2EXMIDP,2026-06-18,24,0.00,0.000
MID,2026-06-18T10:00:00Z,APXMIDP,2026-06-18,23,99.41,2215.750
MID,2026-06-18T10:00:00Z,N2EXMIDP,2026-06-18,23,0.00,0.000
MID,2026-06-18T09:30:00Z,APXMIDP,2026-06-18,22,104.21,2696.200
MID,2026-06-18T09:30:00Z,N2EXMIDP,2026-06-18,22,0.00,0.000
MID,2026-06-18T09:00:00Z,APXMIDP,2026-06-18,21,103.00,2594.100
MID,2026-06-18T09:00:00Z,N2EXMIDP,2026-06-18,21,0.00,0.000
MID,2026-06-18T08:30:00Z,APXMIDP,2026-06-18,20,107.19,2613.800
MID,2026-06-18T08:30:00Z,N2EXMIDP,2026-06-18,20,0.00,0.000
MID,2026-06-18T08:00:00Z,APXMIDP,2026-06-18,19,107.60,2354.000
MID,2026-06-18T08:00:00Z,N2EXMIDP,2026-06-18,19,0.00,0.000
MID,2026-06-18T07:30:00Z,APXMIDP,2026-06-18,18,109.25,1693.600
MID,2026-06-18T07:30:00Z,N2EXMIDP,2026-06-18,18,0.00,0.000
MID,2026-06-18T07:00:00Z,APXMIDP,2026-06-18,17,109.92,1984.850
MID,2026-06-18T07:00:00Z,N2EXMIDP,2026-06-18,17,0.00,0.000
MID,2026-06-18T06:30:00Z,APXMIDP,2026-06-18,16,119.01,2088.350
MID,2026-06-18T06:30:00Z,N2EXMIDP,2026-06-18,16,0.00,0.000
MID,2026-06-18T06:00:00Z,APXMIDP,2026-06-18,15,116.94,1987.200
MID,2026-06-18T06:00:00Z,N2EXMIDP,2026-06-18,15,0.00,0.000
MID,2026-06-18T05:30:00Z,APXMIDP,2026-06-18,14,120.62,2136.750
MID,2026-06-18T05:30:00Z,N2EXMIDP,2026-06-18,14,0.00,0.000
MID,2026-06-18T05:00:00Z,APXMIDP,2026-06-18,13,117.28,1392.850
MID,2026-06-18T05:00:00Z,N2EXMIDP,2026-06-18,13,0.00,0.000
MID,2026-06-18T04:30:00Z,APXMIDP,2026-06-18,12,106.71,1991.450
MID,2026-06-18T04:30:00Z,N2EXMIDP,2026-06-18,12,0.00,0.000
MID,2026-06-18T04:00:00Z,APXMIDP,2026-06-18,11,114.07,1521.500
MID,2026-06-18T04:00:00Z,N2EXMIDP,2026-06-18,11,0.00,0.000
MID,2026-06-18T03:30:00Z,APXMIDP,2026-06-18,10,99.31,1484.700
MID,2026-06-18T03:30:00Z,N2EXMIDP,2026-06-18,10,0.00,0.000
MID,2026-06-18T03:00:00Z,APXMIDP,2026-06-18,9,94.38,1546.600
MID,2026-06-18T03:00:00Z,N2EXMIDP,2026-06-18,9,0.00,0.000
MID,2026-06-18T02:30:00Z,APXMIDP,2026-06-18,8,89.90,1510.550
MID,2026-06-18T02:30:00Z,N2EXMIDP,2026-06-18,8,0.00,0.000
MID,2026-06-18T02:00:00Z,APXMIDP,2026-06-18,7,92.04,1288.050
MID,2026-06-18T02:00:00Z,N2EXMIDP,2026-06-18,7,0.00,0.000
MID,2026-06-18T01:30:00Z,APXMIDP,2026-06-18,6,99.05,1915.750
MID,2026-06-18T01:30:00Z,N2EXMIDP,2026-06-18,6,0.00,0.000
MID,2026-06-18T01:00:00Z,APXMIDP,2026-06-18,5,95.69,2226.600
MID,2026-06-18T01:00:00Z,N2EXMIDP,2026-06-18,5,0.00,0.000
MID,2026-06-18T00:30:00Z,APXMIDP,2026-06-18,4,104.42,1864.650
MID,2026-06-18T00:30:00Z,N2EXMIDP,2026-06-18,4,0.00,0.000
MID,2026-06-18T00:00:00Z,APXMIDP,2026-06-18,3,107.93,1671.300
MID,2026-06-18T00:00:00Z,N2EXMIDP,2026-06-18,3,0.00,0.000
MID,2026-06-26T00:00:00Z,APXMIDP,2026-06-26,3,97.69,2106.400
MID,2026-06-26T00:00:00Z,N2EXMIDP,2026-06-26,3,0.00,0.000
MID,2026-06-25T23:30:00Z,APXMIDP,2026-06-26,2,95.22,2617.900
MID,2026-06-25T23:30:00Z,N2EXMIDP,2026-06-26,2,0.00,0.000
MID,2026-06-25T23:00:00Z,APXMIDP,2026-06-26,1,99.87,2239.750
MID,2026-06-25T23:00:00Z,N2EXMIDP,2026-06-26,1,0.00,0.000
MID,2026-06-25T22:30:00Z,APXMIDP,2026-06-25,48,93.42,1655.300
MID,2026-06-25T22:30:00Z,N2EXMIDP,2026-06-25,48,0.00,0.000
MID,2026-06-25T22:00:00Z,APXMIDP,2026-06-25,47,102.92,2069.400
MID,2026-06-25T22:00:00Z,N2EXMIDP,2026-06-25,47,0.00,0.000
MID,2026-06-25T21:30:00Z,APXMIDP,2026-06-25,46,107.32,3257.200
MID,2026-06-25T21:30:00Z,N2EXMIDP,2026-06-25,46,0.00,0.000
MID,2026-06-25T21:00:00Z,APXMIDP,2026-06-25,45,104.45,2677.900
MID,2026-06-25T21:00:00Z,N2EXMIDP,2026-06-25,45,0.00,0.000
MID,2026-06-25T20:30:00Z,APXMIDP,2026-06-25,44,109.06,3085.550
MID,2026-06-25T20:30:00Z,N2EXMIDP,2026-06-25,44,0.00,0.000
MID,2026-06-25T20:00:00Z,APXMIDP,2026-06-25,43,109.19,3406.600
MID,2026-06-25T20:00:00Z,N2EXMIDP,2026-06-25,43,0.00,0.000
MID,2026-06-25T19:30:00Z,APXMIDP,2026-06-25,42,113.65,3491.850
MID,2026-06-25T19:30:00Z,N2EXMIDP,2026-06-25,42,0.00,0.000
MID,2026-06-25T19:00:00Z,APXMIDP,2026-06-25,41,119.37,4555.800
MID,2026-06-25T19:00:00Z,N2EXMIDP,2026-06-25,41,0.00,0.000
MID,2026-06-25T18:30:00Z,APXMIDP,2026-06-25,40,115.25,3999.150
MID,2026-06-25T18:30:00Z,N2EXMIDP,2026-06-25,40,0.00,0.000
MID,2026-06-25T18:00:00Z,APXMIDP,2026-06-25,39,122.26,4400.850
MID,2026-06-25T18:00:00Z,N2EXMIDP,2026-06-25,39,0.00,0.000
MID,2026-06-25T17:30:00Z,APXMIDP,2026-06-25,38,115.52,4346.950
MID,2026-06-25T17:30:00Z,N2EXMIDP,2026-06-25,38,0.00,0.000
MID,2026-06-25T17:00:00Z,APXMIDP,2026-06-25,37,122.12,4172.350
MID,2026-06-25T17:00:00Z,N2EXMIDP,2026-06-25,37,0.00,0.000
MID,2026-06-25T16:30:00Z,APXMIDP,2026-06-25,36,99.50,3315.050
MID,2026-06-25T16:30:00Z,N2EXMIDP,2026-06-25,36,0.00,0.000
MID,2026-06-25T16:00:00Z,APXMIDP,2026-06-25,35,95.23,3157.600
MID,2026-06-25T16:00:00Z,N2EXMIDP,2026-06-25,35,0.00,0.000
MID,2026-06-25T15:30:00Z,APXMIDP,2026-06-25,34,95.38,2591.150
MID,2026-06-25T15:30:00Z,N2EXMIDP,2026-06-25,34,0.00,0.000
MID,2026-06-25T15:00:00Z,APXMIDP,2026-06-25,33,99.40,3503.450
MID,2026-06-25T15:00:00Z,N2EXMIDP,2026-06-25,33,0.00,0.000
MID,2026-06-25T14:30:00Z,APXMIDP,2026-06-25,32,94.10,4169.600
MID,2026-06-25T14:30:00Z,N2EXMIDP,2026-06-25,32,0.00,0.000
MID,2026-06-25T14:00:00Z,APXMIDP,2026-06-25,31,100.02,4257.550
MID,2026-06-25T14:00:00Z,N2EXMIDP,2026-06-25,31,0.00,0.000
MID,2026-06-25T13:30:00Z,APXMIDP,2026-06-25,30,87.02,3715.200
MID,2026-06-25T13:30:00Z,N2EXMIDP,2026-06-25,30,0.00,0.000
MID,2026-06-25T13:00:00Z,APXMIDP,2026-06-25,29,93.45,3910.200
MID,2026-06-25T13:00:00Z,N2EXMIDP,2026-06-25,29,0.00,0.000
MID,2026-06-25T12:30:00Z,APXMIDP,2026-06-25,28,89.28,3094.900
MID,2026-06-25T12:30:00Z,N2EXMIDP,2026-06-25,28,0.00,0.000
MID,2026-06-25T12:00:00Z,APXMIDP,2026-06-25,27,85.55,3350.800
MID,2026-06-25T12:00:00Z,N2EXMIDP,2026-06-25,27,0.00,0.000
MID,2026-06-25T11:30:00Z,APXMIDP,2026-06-25,26,88.67,2992.350
MID,2026-06-25T11:30:00Z,N2EXMIDP,2026-06-25,26,0.00,0.000
MID,2026-06-25T11:00:00Z,APXMIDP,2026-06-25,25,86.09,2599.750
MID,2026-06-25T11:00:00Z,N2EXMIDP,2026-06-25,25,0.00,0.000
MID,2026-06-25T10:30:00Z,APXMIDP,2026-06-25,24,90.38,2362.450
MID,2026-06-25T10:30:00Z,N2EXMIDP,2026-06-25,24,0.00,0.000
MID,2026-06-25T10:00:00Z,APXMIDP,2026-06-25,23,83.58,1960.700
MID,2026-06-25T10:00:00Z,N2EXMIDP,2026-06-25,23,0.00,0.000
MID,2026-06-25T09:30:00Z,APXMIDP,2026-06-25,22,87.18,1945.000
MID,2026-06-25T09:30:00Z,N2EXMIDP,2026-06-25,22,0.00,0.000
MID,2026-06-25T09:00:00Z,APXMIDP,2026-06-25,21,87.68,1699.400
MID,2026-06-25T09:00:00Z,N2EXMIDP,2026-06-25,21,0.00,0.000
MID,2026-06-25T08:30:00Z,APXMIDP,2026-06-25,20,96.65,2180.200
MID,2026-06-25T08:30:00Z,N2EXMIDP,2026-06-25,20,0.00,0.000
MID,2026-06-25T08:00:00Z,APXMIDP,2026-06-25,19,89.95,1984.300
MID,2026-06-25T08:00:00Z,N2EXMIDP,2026-06-25,19,0.00,0.000
MID,2026-06-25T07:30:00Z,APXMIDP,2026-06-25,18,97.77,1970.700
MID,2026-06-25T07:30:00Z,N2EXMIDP,2026-06-25,18,0.00,0.000
MID,2026-06-25T07:00:00Z,APXMIDP,2026-06-25,17,93.22,1826.600
MID,2026-06-25T07:00:00Z,N2EXMIDP,2026-06-25,17,0.00,0.000
MID,2026-06-25T06:30:00Z,APXMIDP,2026-06-25,16,100.56,1885.500
MID,2026-06-25T06:30:00Z,N2EXMIDP,2026-06-25,16,0.00,0.000
MID,2026-06-25T06:00:00Z,APXMIDP,2026-06-25,15,99.63,1906.650
MID,2026-06-25T06:00:00Z,N2EXMIDP,2026-06-25,15,0.00,0.000
MID,2026-06-25T05:30:00Z,APXMIDP,2026-06-25,14,124.80,2555.900
MID,2026-06-25T05:30:00Z,N2EXMIDP,2026-06-25,14,0.00,0.000
MID,2026-06-25T05:00:00Z,APXMIDP,2026-06-25,13,117.26,2300.650
MID,2026-06-25T05:00:00Z,N2EXMIDP,2026-06-25,13,0.00,0.000
MID,2026-06-25T04:30:00Z,APXMIDP,2026-06-25,12,120.78,2217.300
MID,2026-06-25T04:30:00Z,N2EXMIDP,2026-06-25,12,0.00,0.000
MID,2026-06-25T04:00:00Z,APXMIDP,2026-06-25,11,120.13,2228.050
MID,2026-06-25T04:00:00Z,N2EXMIDP,2026-06-25,11,0.00,0.000
MID,2026-06-25T03:30:00Z,APXMIDP,2026-06-25,10,109.48,1628.250
MID,2026-06-25T03:30:00Z,N2EXMIDP,2026-06-25,10,0.00,0.000
MID,2026-06-25T03:00:00Z,APXMIDP,2026-06-25,9,112.65,1572.950
MID,2026-06-25T03:00:00Z,N2EXMIDP,2026-06-25,9,0.00,0.000
MID,2026-06-25T02:30:00Z,APXMIDP,2026-06-25,8,108.52,1611.050
MID,2026-06-25T02:30:00Z,N2EXMIDP,2026-06-25,8,0.00,0.000
MID,2026-06-25T02:00:00Z,APXMIDP,2026-06-25,7,110.93,1778.750
MID,2026-06-25T02:00:00Z,N2EXMIDP,2026-06-25,7,0.00,0.000
MID,2026-06-25T01:30:00Z,APXMIDP,2026-06-25,6,113.42,1746.850
MID,2026-06-25T01:30:00Z,N2EXMIDP,2026-06-25,6,0.00,0.000
MID,2026-06-25T01:00:00Z,APXMIDP,2026-06-25,5,119.02,1981.450
MID,2026-06-25T01:00:00Z,N2EXMIDP,2026-06-25,5,0.00,0.000
MID,2026-06-25T00:30:00Z,APXMIDP,2026-06-25,4,119.72,1807.600
MID,2026-06-25T00:30:00Z,N2EXMIDP,2026-06-25,4,0.00,0.000
MID,2026-06-25T00:00:00Z,APXMIDP,2026-06-25,3,124.81,1883.750
MID,2026-06-25T00:00:00Z,N2EXMIDP,2026-06-25,3,0.00,0.000
MID,2026-06-26T00:00:00Z,APXMIDP,2026-06-26,3,97.69,2106.400
MID,2026-06-26T00:00:00Z,N2EXMIDP,2026-06-26,3,0.00,0.000
MID,2026-06-25T23:30:00Z,APXMIDP,2026-06-26,2,95.22,2617.900
MID,2026-06-25T23:30:00Z,N2EXMIDP,2026-06-26,2,0.00,0.000
MID,2026-06-25T23:00:00Z,APXMIDP,2026-06-26,1,99.87,2239.750
MID,2026-06-25T23:00:00Z,N2EXMIDP,2026-06-26,1,0.00,0.000
MID,2026-06-25T22:30:00Z,APXMIDP,2026-06-25,48,93.42,1655.300
MID,2026-06-25T22:30:00Z,N2EXMIDP,2026-06-25,48,0.00,0.000
MID,2026-06-25T22:00:00Z,APXMIDP,2026-06-25,47,102.92,2069.400
MID,2026-06-25T22:00:00Z,N2EXMIDP,2026-06-25,47,0.00,0.000
MID,2026-06-25T21:30:00Z,APXMIDP,2026-06-25,46,107.32,3257.200
MID,2026-06-25T21:30:00Z,N2EXMIDP,2026-06-25,46,0.00,0.000
MID,2026-06-25T21:00:00Z,APXMIDP,2026-06-25,45,104.45,2677.900
MID,2026-06-25T21:00:00Z,N2EXMIDP,2026-06-25,45,0.00,0.000
MID,2026-06-25T20:30:00Z,APXMIDP,2026-06-25,44,109.06,3085.550
MID,2026-06-25T20:30:00Z,N2EXMIDP,2026-06-25,44,0.00,0.000
MID,2026-06-25T20:00:00Z,APXMIDP,2026-06-25,43,109.19,3406.600
MID,2026-06-25T20:00:00Z,N2EXMIDP,2026-06-25,43,0.00,0.000
MID,2026-06-25T19:30:00Z,APXMIDP,2026-06-25,42,113.65,3491.850
