Dataset,SettlementDate,SettlementPeriodFrom,SettlementPeriodTo,TimeFrom,TimeTo,LevelFrom,LevelTo,AcceptanceNumber,AcceptanceTime,DeemedBoFlag,SoFlag,AmendmentFlag,StorFlag,RrFlag,NationalGridBmUnit,BmUnit
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,0,27,27241,2026-06-25T21:05:00Z,False,False,ORI,False,False,NEWTB-1,E_NEWTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,0,31,27243,2026-06-25T21:08:00Z,False,False,ORI,False,False,NEWTB-1,E_NEWTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,3,0,27798,2026-06-25T21:04:00Z,False,False,ORI,False,False,OLDHB-1,E_OLDHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,100,131,32298,2026-06-25T20:38:00Z,False,True,ORI,False,False,SGRWO-4,T_SGRWO-4
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,44,0,34248,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-HEDF02,2__HLOND002
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,3,2,35661,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,3,3,35663,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,14,0,40092,2026-06-25T21:08:00Z,False,False,ORI,False,False,OCHLB-1,T_OCHLB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,3,0,42051,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-LFLX01,2__LFLEX001
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,55,0,42920,2026-06-25T21:01:00Z,False,False,ORI,False,False,TYLNB-1,T_TYLNB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,25,0,44012,2026-06-25T21:03:00Z,False,False,ORI,False,False,PINFB-1,T_PINFB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,49,0,53886,2026-06-25T21:01:00Z,False,False,ORI,False,False,LARKB-1,T_LARKB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,25,0,57206,2026-06-25T21:01:00Z,False,False,ORI,False,False,SUNDB-1,T_SUNDB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,25,45,57209,2026-06-25T21:05:00Z,False,False,ORI,False,False,SUNDB-1,T_SUNDB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,22,0,64872,2026-06-25T21:08:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,0,-2,70892,2026-06-25T21:01:00Z,False,False,ORI,False,False,CHAPB-1,E_CHAPB-1
BOALF,2026-06-25,45,45,2026-06-25T21:13:00Z,2026-06-25T21:14:00Z,9,0,74750,2026-06-25T21:01:00Z,False,False,ORI,False,False,SKELB-1,E_SKELB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:29:00Z,14,14,18330,2026-06-25T21:10:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,30,30,15701,2026-06-25T21:10:00Z,False,False,ORI,False,False,MKFRB-1,T_MKFRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,94,94,23668,2026-06-25T21:10:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,70,70,26673,2026-06-25T21:08:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,95,95,26674,2026-06-25T21:10:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,2,2,34603,2026-06-25T21:08:00Z,False,False,ORI,False,False,RICHB-2,T_RICHB-2
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,5,5,35287,2026-06-25T21:08:00Z,False,False,ORI,False,False,RICHB-1,T_RICHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:26:00Z,2,2,44940,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-DUKP01,2__DUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:23:00Z,9,9,56575,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:19:00Z,7,7,27800,2026-06-25T21:10:00Z,False,False,ORI,False,False,OLDHB-1,E_OLDHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:19:00Z,1,1,53641,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-BUKP01,2__BUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:18:00Z,8,8,35664,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:18:00Z,11,11,52010,2026-06-25T21:05:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:18:00Z,300,300,156400,2026-06-25T21:08:00Z,False,False,ORI,False,False,DINO-4,T_DINO-4
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:17:00Z,12,12,9776,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-ASTK09,2__ASTAT009
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:17:00Z,1,1,23132,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-GSTK09,2__GSTAT009
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,9,9,18328,2026-06-25T21:04:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,5,5,28718,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-HSTK07,2__HSTAT007
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,6,6,34604,2026-06-25T21:09:00Z,False,False,ORI,False,False,RICHB-2,T_RICHB-2
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,3,3,35938,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,4,4,38405,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-JUKP01,2__JUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,7,7,40562,2026-06-25T21:08:00Z,False,False,ORI,False,False,WBURB-43,T_WBURB-43
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,18,18,43355,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM05,2__HANGE005
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,5,5,47531,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-HLIM04,2__HANGE004
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:16:00Z,25,25,64873,2026-06-25T21:09:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:15:00Z,6,6,35288,2026-06-25T21:09:00Z,False,False,ORI,False,False,RICHB-1,T_RICHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:15:00Z,3,16,80646,2026-06-25T20:09:00Z,False,True,ORI,False,False,FINL-1,T_FINL-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:14:00Z,22,22,3718,2026-06-25T21:08:00Z,False,False,ORI,False,False,NTAWB-1,E_NTAWB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:14:00Z,16,16,10418,2026-06-25T21:08:00Z,False,False,ORI,False,False,WHTBB-1,E_WHTBB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:14:00Z,31,31,27244,2026-06-25T21:09:00Z,False,False,ORI,False,False,NEWTB-1,E_NEWTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:14:00Z,2,2,37765,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:14:00Z,90,90,176900,2026-06-25T21:08:00Z,False,False,ORI,False,False,FFES-3,T_FFES-3
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:13:00Z,20,0,13050,2026-06-25T21:05:00Z,False,False,ORI,False,False,AG-GEDF05,2__GLOND005
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:13:00Z,300,0,156399,2026-06-25T21:06:00Z,False,False,ORI,False,False,DINO-4,T_DINO-4
BOALF,2026-06-25,45,45,2026-06-25T21:12:00Z,2026-06-25T21:13:00Z,90,0,176899,2026-06-25T21:07:00Z,False,False,ORI,False,False,FFES-3,T_FFES-3
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:26:00Z,75,75,7818,2026-06-25T21:08:00Z,False,False,ORI,False,False,FERRB-2,T_FERRB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:26:00Z,4,4,39136,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM03,2__HANGE003
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:26:00Z,4,4,65632,2026-06-25T21:05:00Z,False,False,ORI,False,False,CONTB-1,E_CONTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:19:00Z,10,10,22621,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-BFLX04,2__BFLEX004
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:17:00Z,3,3,43613,2026-06-25T21:03:00Z,False,False,ORI,False,False,PINFB-2,T_PINFB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:17:00Z,0,0,64091,2026-06-25T21:04:00Z,False,False,ORI,False,False,CLAYB-2,E_CLAYB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:17:00Z,0,0,64871,2026-06-25T21:04:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:17:00Z,9,9,66011,2026-06-25T21:03:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:17:00Z,25,25,72503,2026-06-25T21:03:00Z,False,False,ORI,False,False,THMRB-1,E_THMRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:16:00Z,5,5,55672,2026-06-25T21:04:00Z,False,False,ORI,False,False,BROAB-1,E_BROAB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:16:00Z,1,1,68872,2026-06-25T21:03:00Z,False,False,ORI,False,False,HAWKB-1,E_HAWKB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:15:00Z,49,49,7007,2026-06-25T21:10:00Z,False,False,ORI,False,False,WOLVB-1,E_WOLVB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,31,31,4143,2026-06-25T21:08:00Z,False,False,ORI,False,False,BERKB-2,E_BERKB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,6,6,9775,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-ASTK09,2__ASTAT009
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,-2,-2,28717,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HSTK07,2__HSTAT007
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,2,2,35937,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,4,4,47530,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM04,2__HANGE004
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,13,13,52011,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,4,4,61175,2026-06-25T21:08:00Z,False,False,ORI,False,False,CRSSB-1,E_CRSSB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,9,9,64092,2026-06-25T21:08:00Z,False,False,ORI,False,False,CLAYB-2,E_CLAYB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:14:00Z,330,366,132007,2026-06-25T20:36:00Z,False,True,ORI,False,False,SCCL-1,T_SCCL-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,28,28,6992,2026-06-25T21:04:00Z,False,False,ORI,False,False,AG-GFLX09,2__GFLEX009
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,75,75,7412,2026-06-25T21:08:00Z,False,False,ORI,False,False,FERRB-1,T_FERRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,18,18,11062,2026-06-25T21:08:00Z,False,False,ORI,False,False,HIRWB-1,V__KHABI007
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,0,0,15075,2026-06-25T21:08:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,1,1,15563,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-FLX06M,V__MFLEX001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,14,14,15700,2026-06-25T21:08:00Z,False,False,ORI,False,False,MKFRB-1,T_MKFRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,12,12,21809,2026-06-25T21:04:00Z,False,False,ORI,False,False,AG-ZEN7H,V__HZENO004
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,3,3,27798,2026-06-25T21:04:00Z,False,False,ORI,False,False,OLDHB-1,E_OLDHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,44,44,34248,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-HEDF02,2__HLOND002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,14,14,40092,2026-06-25T21:08:00Z,False,False,ORI,False,False,OCHLB-1,T_OCHLB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,3,3,42051,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-LFLX01,2__LFLEX001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,22,22,64872,2026-06-25T21:08:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:13:00Z,0,7,92992,2026-06-25T20:09:00Z,False,True,ORI,False,False,FASN2,T_FASN-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,22,3718,2026-06-25T21:08:00Z,False,False,ORI,False,False,NTAWB-1,E_NTAWB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,28,0,6991,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-GFLX09,2__GFLEX009
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,35,0,7003,2026-06-25T21:02:00Z,False,False,ORI,False,False,WOLVB-1,E_WOLVB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,49,0,7004,2026-06-25T21:03:00Z,False,False,ORI,False,False,WOLVB-1,E_WOLVB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,75,0,7817,2026-06-25T21:04:00Z,False,False,ORI,False,False,FERRB-2,T_FERRB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,6,12,9776,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-ASTK09,2__ASTAT009
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,16,10418,2026-06-25T21:08:00Z,False,False,ORI,False,False,WHTBB-1,E_WHTBB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,20,0,13049,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-GEDF05,2__GLOND005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,20,20,13050,2026-06-25T21:05:00Z,False,False,ORI,False,False,AG-GEDF05,2__GLOND005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,4,0,14980,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-GFLX08,2__GFLEX008
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,-1,15074,2026-06-25T21:04:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,1,0,15562,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-FLX06M,V__MFLEX001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,14,0,15699,2026-06-25T21:04:00Z,False,False,ORI,False,False,MKFRB-1,T_MKFRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,14,30,15701,2026-06-25T21:10:00Z,False,False,ORI,False,False,MKFRB-1,T_MKFRB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,9,18328,2026-06-25T21:04:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,14,18330,2026-06-25T21:10:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,10,0,22620,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-BFLX04,2__BFLEX004
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,1,23132,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-GSTK09,2__GSTAT009
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,28,0,23665,2026-06-25T21:02:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,55,0,23666,2026-06-25T21:03:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,55,94,23668,2026-06-25T21:10:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,28,0,26670,2026-06-25T21:02:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,54,70,26673,2026-06-25T21:08:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,54,95,26674,2026-06-25T21:10:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,31,27244,2026-06-25T21:09:00Z,False,False,ORI,False,False,NEWTB-1,E_NEWTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,3,7,27800,2026-06-25T21:10:00Z,False,False,ORI,False,False,OLDHB-1,E_OLDHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,-3,-4,28715,2026-06-25T21:03:00Z,False,False,ORI,False,False,AG-HSTK07,2__HSTAT007
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,-2,0,28718,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-HSTK07,2__HSTAT007
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,44,0,34247,2026-06-25T21:02:00Z,False,False,ORI,False,False,AG-HEDF02,2__HLOND002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,2,34603,2026-06-25T21:08:00Z,False,False,ORI,False,False,RICHB-2,T_RICHB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,6,34604,2026-06-25T21:09:00Z,False,False,ORI,False,False,RICHB-2,T_RICHB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,5,35287,2026-06-25T21:08:00Z,False,False,ORI,False,False,RICHB-1,T_RICHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,6,35288,2026-06-25T21:09:00Z,False,False,ORI,False,False,RICHB-1,T_RICHB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,2,1,35660,2026-06-25T21:02:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,4,3,35662,2026-06-25T21:04:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,4,8,35664,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-MSTK05,2__MSTAT005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,2,3,35938,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,2,37765,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,4,38405,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-JUKP01,2__JUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,4,0,39135,2026-06-25T21:04:00Z,False,False,ORI,False,False,AG-HLIM03,2__HANGE003
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,7,40562,2026-06-25T21:08:00Z,False,False,ORI,False,False,WBURB-43,T_WBURB-43
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,18,43355,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-HLIM05,2__HANGE005
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,3,0,43612,2026-06-25T21:02:00Z,False,False,ORI,False,False,PINFB-2,T_PINFB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,2,44940,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-DUKP01,2__DUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,4,5,47531,2026-06-25T21:09:00Z,False,False,ORI,False,False,AG-HLIM04,2__HANGE004
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,11,52010,2026-06-25T21:05:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,1,53641,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-BUKP01,2__BUKPR001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,5,0,55670,2026-06-25T21:02:00Z,False,False,ORI,False,False,BROAB-1,E_BROAB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,9,56575,2026-06-25T21:08:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,-9,64089,2026-06-25T21:02:00Z,False,False,ORI,False,False,CLAYB-2,E_CLAYB-2
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,-10,64869,2026-06-25T21:02:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,22,25,64873,2026-06-25T21:09:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,0,-1,65630,2026-06-25T21:02:00Z,False,False,ORI,False,False,CONTB-1,E_CONTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,6,0,65631,2026-06-25T21:03:00Z,False,False,ORI,False,False,CONTB-1,E_CONTB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,9,0,66010,2026-06-25T21:02:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-25,45,45,2026-06-25T21:11:00Z,2026-06-25T21:12:00Z,25,0,72502,2026-06-25T21:02:00Z,False,False,ORI,False,False,THMRB-1,E_THMRB-1
