Dataset,SettlementDate,SettlementPeriodFrom,SettlementPeriodTo,TimeFrom,TimeTo,LevelFrom,LevelTo,AcceptanceNumber,AcceptanceTime,DeemedBoFlag,SoFlag,AmendmentFlag,StorFlag,RrFlag,NationalGridBmUnit,BmUnit
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:15:00Z,1,1,15095,2026-06-25T23:53:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:15:00Z,-2,-2,52025,2026-06-25T23:46:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:15:00Z,0,0,66037,2026-06-25T23:45:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:15:00Z,0,0,68896,2026-06-25T23:45:00Z,False,False,ORI,False,False,HAWKB-1,E_HAWKB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:15:00Z,0,0,70919,2026-06-25T23:45:00Z,False,False,ORI,False,False,CHAPB-1,E_CHAPB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,0,0,6998,2026-06-25T23:37:00Z,False,False,ORI,False,False,AG-GFLX09,2__GFLEX009
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,0,0,14987,2026-06-25T23:37:00Z,False,False,ORI,False,False,AG-GFLX08,2__GFLEX008
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,-1,-1,17435,2026-06-25T23:37:00Z,False,False,ORI,False,False,AG-DSK01H,V__HDSKC001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,0,0,18350,2026-06-25T23:37:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,0,0,40104,2026-06-25T23:37:00Z,False,False,ORI,False,False,OCHLB-1,T_OCHLB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,4,4,41647,2026-06-25T23:37:00Z,False,False,ORI,False,False,POTES-1,E_POTES-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,1,1,57235,2026-06-25T23:37:00Z,False,False,ORI,False,False,SUNDB-1,T_SUNDB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:13:00Z,0,0,65655,2026-06-25T23:37:00Z,False,False,ORI,False,False,CONTB-1,E_CONTB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:12:00Z,25,25,8716,2026-06-25T23:45:00Z,False,False,ORI,False,False,KILSB-3,T_KILSB-3
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:12:00Z,25,25,9208,2026-06-25T23:45:00Z,False,False,ORI,False,False,KILSB-5,T_KILSB-5
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:12:00Z,2,2,28404,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-FLX02N,V__NFLEX001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:12:00Z,2,2,35971,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:10:00Z,20,20,36085,2026-06-25T23:37:00Z,False,False,ORI,False,False,FFSE02,2__FCMRO003
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:10:00Z,371,220,133061,2026-06-25T23:47:00Z,False,False,ORI,False,False,SCCL-2,T_SCCL-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:09:00Z,355,220,133059,2026-06-25T23:43:00Z,False,False,ORI,False,False,SCCL-2,T_SCCL-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:05:00Z,2,2,60300,2026-06-25T23:37:00Z,False,False,ORI,False,False,AG-MCAM01,2__MCMRO002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:05:00Z,1,1,72530,2026-06-25T23:45:00Z,False,False,ORI,False,False,THMRB-1,E_THMRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:03:00Z,-18,-18,56608,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:03:00Z,4,4,64904,2026-06-25T23:47:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:02:00Z,8,8,6158,2026-06-25T23:53:00Z,False,False,ORI,False,False,HFSE02,2__HCMRO002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:02:00Z,1,1,26602,2026-06-25T23:53:00Z,False,False,ORI,False,False,THURB-3,T_THURB-3
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:02:00Z,2,2,44972,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-CBS05L,V__LCEND005
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:02:00Z,5,5,56203,2026-06-25T23:45:00Z,False,False,ORI,False,False,FBPG01,2__FBPGM001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:02:00Z,10,10,56205,2026-06-25T23:53:00Z,False,False,ORI,False,False,FBPG01,2__FBPGM001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,3,5536,2026-06-25T23:45:00Z,False,False,ORI,False,False,BRETB-2,E_BRETB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,4,3,5538,2026-06-25T23:55:00Z,False,False,ORI,False,False,BRETB-2,E_BRETB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,8,9,6160,2026-06-25T23:55:00Z,False,False,ORI,False,False,HFSE02,2__HCMRO002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-75,0,7839,2026-06-25T23:53:00Z,False,False,ORI,False,False,FERRB-2,T_FERRB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,23,0,8107,2026-06-25T23:36:00Z,False,False,ORI,False,False,KILSB-2,T_KILSB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,23,23,8108,2026-06-25T23:45:00Z,False,False,ORI,False,False,KILSB-2,T_KILSB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,25,2,8715,2026-06-25T23:36:00Z,False,False,ORI,False,False,KILSB-3,T_KILSB-3
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,25,0,9207,2026-06-25T23:36:00Z,False,False,ORI,False,False,KILSB-5,T_KILSB-5
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-3,-1,9805,2026-06-25T23:30:00Z,False,False,ORI,False,False,AG-ASTK09,2__ASTAT009
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-6,15090,2026-06-25T23:31:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,0,15093,2026-06-25T23:45:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,0,15094,2026-06-25T23:46:00Z,False,False,ORI,False,False,GRCRB-1,E_GRCRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-1,-12,17434,2026-06-25T23:31:00Z,False,False,ORI,False,False,AG-DSK01H,V__HDSKC001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-2,18349,2026-06-25T23:29:00Z,False,False,ORI,False,False,NEWPB-1,E_NEWPB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,1,23147,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-GSTK09,2__GSTAT009
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-8,-15,23700,2026-06-25T23:46:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-8,-3,23701,2026-06-25T23:47:00Z,False,False,ORI,False,False,THURB-2,T_THURB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-3,26601,2026-06-25T23:45:00Z,False,False,ORI,False,False,THURB-3,T_THURB-3
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-6,-37,26705,2026-06-25T23:30:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,42,13,26712,2026-06-25T23:53:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,57,15,26713,2026-06-25T23:55:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,14,50,32307,2026-06-25T23:58:00Z,False,False,ORI,False,False,SGRWO-4,T_SGRWO-4
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-11,0,34631,2026-06-25T23:55:00Z,False,False,ORI,False,False,RICHB-2,T_RICHB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-4,0,35317,2026-06-25T23:38:00Z,False,False,ORI,False,False,RICHB-1,T_RICHB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,20,2,36084,2026-06-25T23:29:00Z,False,False,ORI,False,False,FFSE02,2__FCMRO003
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,0,37791,2026-06-25T23:29:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,0,37796,2026-06-25T23:39:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,3,37798,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,4,37799,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,3,0,39170,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-HLIM03,2__HANGE003
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,4,0,41646,2026-06-25T23:29:00Z,False,False,ORI,False,False,POTES-1,E_POTES-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-1,-1,43960,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-CBS06B,V__BCEND004
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-8,0,44960,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-DUKP01,2__DUKPR001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-8,0,44961,2026-06-25T23:54:00Z,False,False,ORI,False,False,AG-DUKP01,2__DUKPR001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-17,45553,2026-06-25T23:29:00Z,False,False,ORI,False,False,FBPG02,2__FBPGM002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,38,0,45556,2026-06-25T23:36:00Z,False,False,ORI,False,False,FBPG02,2__FBPGM002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,38,25,45557,2026-06-25T23:45:00Z,False,False,ORI,False,False,FBPG02,2__FBPGM002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,0,47572,2026-06-25T23:39:00Z,False,False,ORI,False,False,AG-HLIM04,2__HANGE004
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,4,47573,2026-06-25T23:40:00Z,False,False,ORI,False,False,AG-HLIM04,2__HANGE004
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,0,51466,2026-06-25T23:29:00Z,False,False,ORI,False,False,HSSE01,2__HIMPO002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,1,53661,2026-06-25T23:37:00Z,False,False,ORI,False,False,AG-BUKP01,2__BUKPR001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,5,55695,2026-06-25T23:37:00Z,False,False,ORI,False,False,BROAB-1,E_BROAB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-33,56199,2026-06-25T23:29:00Z,False,False,ORI,False,False,FBPG01,2__FBPGM001
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,3,0,60299,2026-06-25T23:30:00Z,False,False,ORI,False,False,AG-MCAM01,2__MCMRO002
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,2,62058,2026-06-25T23:37:00Z,False,False,ORI,False,False,BUSTB-1,T_BUSTB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-13,-33,64898,2026-06-25T23:29:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,49,0,65407,2026-06-25T23:47:00Z,False,False,ORI,False,False,PILLB-2,E_PILLB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,49,27,65408,2026-06-25T23:48:00Z,False,False,ORI,False,False,PILLB-2,E_PILLB-2
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-17,65654,2026-06-25T23:29:00Z,False,False,ORI,False,False,CONTB-1,E_CONTB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,4,0,65919,2026-06-25T23:36:00Z,False,False,ORI,False,False,COVNB-1,T_COVNB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-2,66036,2026-06-25T23:36:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-3,-18,67124,2026-06-25T23:36:00Z,False,False,ORI,False,False,PILLB-1,E_PILLB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-5,68895,2026-06-25T23:36:00Z,False,False,ORI,False,False,HAWKB-1,E_HAWKB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-2,70918,2026-06-25T23:36:00Z,False,False,ORI,False,False,CHAPB-1,E_CHAPB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,1,0,72529,2026-06-25T23:36:00Z,False,False,ORI,False,False,THMRB-1,E_THMRB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,-14,-14,92483,2026-06-25T23:29:00Z,False,False,ORI,False,False,ARNKB-1,E_ARNKB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,-14,92488,2026-06-25T23:46:00Z,False,False,ORI,False,False,ARNKB-1,E_ARNKB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,3,92489,2026-06-25T23:53:00Z,False,False,ORI,False,False,ARNKB-1,E_ARNKB-1
BOALF,2026-06-26,3,3,2026-06-26T00:00:00Z,2026-06-26T00:01:00Z,0,90,182689,2026-06-25T23:52:00Z,False,True,ORI,False,False,CRUA-2,T_CRUA-2
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:15:00Z,2,2,74777,2026-06-25T23:45:00Z,False,False,ORI,False,False,SKELB-1,E_SKELB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:14:00Z,38,38,7840,2026-06-25T23:56:00Z,False,False,ORI,False,False,FERRB-2,T_FERRB-2
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:14:00Z,0,0,10454,2026-06-25T23:53:00Z,False,False,ORI,False,False,WHTBB-1,E_WHTBB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:14:00Z,1,1,35970,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:13:00Z,0,0,43962,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-CBS06B,V__BCEND004
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:13:00Z,0,0,52026,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:12:00Z,7,7,56609,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:11:00Z,5,5,65921,2026-06-25T23:53:00Z,False,False,ORI,False,False,COVNB-1,T_COVNB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:10:00Z,0,0,71736,2026-06-25T23:45:00Z,False,False,ORI,False,False,ILMEB-1,E_ILMEB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:09:00Z,5,5,51471,2026-06-25T23:53:00Z,False,False,ORI,False,False,HSSE01,2__HIMPO002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:02:00Z,17,17,26711,2026-06-25T23:45:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:01:00Z,3,3,5537,2026-06-25T23:53:00Z,False,False,ORI,False,False,BRETB-2,E_BRETB-2
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:01:00Z,1,1,23148,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-GSTK09,2__GSTAT009
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:01:00Z,16,16,26709,2026-06-25T23:38:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-12,0,6158,2026-06-25T23:53:00Z,False,False,ORI,False,False,HFSE02,2__HCMRO002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-2,10448,2026-06-25T23:31:00Z,False,False,ORI,False,False,WHTBB-1,E_WHTBB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,6,0,17437,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-DSK01H,V__HDSKC001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,1,26602,2026-06-25T23:53:00Z,False,False,ORI,False,False,THURB-3,T_THURB-3
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,42,42,26712,2026-06-25T23:53:00Z,False,False,ORI,False,False,THURB-1,T_THURB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,2,28404,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-FLX02N,V__NFLEX001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,2,2,28405,2026-06-25T23:56:00Z,False,False,ORI,False,False,AG-FLX02N,V__NFLEX001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,1,2,35971,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-LLIM02,2__LANGE002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-8,0,37791,2026-06-25T23:29:00Z,False,False,ORI,False,False,AG-HLIM02,2__HANGE002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-11,-50,43396,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-HLIM05,2__HANGE005
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-1,-1,43961,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-CBS06B,V__BCEND004
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,2,44972,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-CBS05L,V__LCEND005
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,2,2,44973,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-CBS05L,V__LCEND005
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,0,45553,2026-06-25T23:29:00Z,False,False,ORI,False,False,FBPG02,2__FBPGM002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-8,0,51466,2026-06-25T23:29:00Z,False,False,ORI,False,False,HSSE01,2__HIMPO002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-40,52024,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-2,52025,2026-06-25T23:46:00Z,False,False,ORI,False,False,AG-HSTK02,2__HSTAT002
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,5,56203,2026-06-25T23:45:00Z,False,False,ORI,False,False,FBPG01,2__FBPGM001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,10,56205,2026-06-25T23:53:00Z,False,False,ORI,False,False,FBPG01,2__FBPGM001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-19,56607,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-18,56608,2026-06-25T23:53:00Z,False,False,ORI,False,False,AG-GLIM01,2__GANGE001
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,5,0,57234,2026-06-25T23:29:00Z,False,False,ORI,False,False,SUNDB-1,T_SUNDB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,5,1,57235,2026-06-25T23:37:00Z,False,False,ORI,False,False,SUNDB-1,T_SUNDB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-32,64114,2026-06-25T23:29:00Z,False,False,ORI,False,False,CLAYB-2,E_CLAYB-2
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-13,-13,64898,2026-06-25T23:29:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-12,-13,64903,2026-06-25T23:46:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-12,0,64904,2026-06-25T23:47:00Z,False,False,ORI,False,False,CLAYB-1,E_CLAYB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-2,66035,2026-06-25T23:29:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,0,66036,2026-06-25T23:36:00Z,False,False,ORI,False,False,FARNB-1,E_FARNB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-3,-3,67124,2026-06-25T23:36:00Z,False,False,ORI,False,False,PILLB-1,E_PILLB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-5,68894,2026-06-25T23:29:00Z,False,False,ORI,False,False,HAWKB-1,E_HAWKB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,0,68895,2026-06-25T23:36:00Z,False,False,ORI,False,False,HAWKB-1,E_HAWKB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-2,70917,2026-06-25T23:29:00Z,False,False,ORI,False,False,CHAPB-1,E_CHAPB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,0,70918,2026-06-25T23:36:00Z,False,False,ORI,False,False,CHAPB-1,E_CHAPB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,0,-8,71735,2026-06-25T23:36:00Z,False,False,ORI,False,False,ILMEB-1,E_ILMEB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,3,0,74776,2026-06-25T23:36:00Z,False,False,ORI,False,False,SKELB-1,E_SKELB-1
BOALF,2026-06-26,2,3,2026-06-25T23:59:00Z,2026-06-26T00:00:00Z,-40,-14,92483,2026-06-25T23:29:00Z,False,False,ORI,False,False,ARNKB-1,E_ARNKB-1
BOALF,2026-06-26,2,3,2026-06-25T23:58:00Z,2026-06-26T00:15:00Z,0,0,11365,2026-06-25T23:45:00Z,False,False,ORI,False,False,AG-DSK01G,V__GDSKC001
BOALF,2026-06-26,2,3,2026-06-25T23:58:00Z,2026-06-26T00:13:00Z,0,0,4157,2026-06-25T23:37:00Z,False,False,ORI,False,False,BERKB-2,E_BERKB-2
BOALF,2026-06-26,2,3,2026-06-25T23:58:00Z,2026-06-26T00:13:00Z,0,0,9810,2026-06-25T23:55:00Z,False,False,ORI,False,False,AG-ASTK09,2__ASTAT009
