PublishTime,StartTime,SettlementDate,SettlementPeriod,InitialDemandOutturn,InitialTransmissionSystemDemandOutturn
2026-06-16T02:00:00Z,2026-06-16T01:30:00Z,2026-06-16,6,21334,22890
2026-06-16T02:30:00Z,2026-06-16T02:00:00Z,2026-06-16,7,21299,22864
2026-06-16T03:00:00Z,2026-06-16T02:30:00Z,2026-06-16,8,20725,22259
2026-06-16T03:30:00Z,2026-06-16T03:00:00Z,2026-06-16,9,19545,22085
2026-06-16T04:00:00Z,2026-06-16T03:30:00Z,2026-06-16,10,19477,22025
2026-06-16T04:30:00Z,2026-06-16T04:00:00Z,2026-06-16,11,19404,22504
2026-06-16T05:00:00Z,2026-06-16T04:30:00Z,2026-06-16,12,20528,23530
2026-06-16T05:30:00Z,2026-06-16T05:00:00Z,2026-06-16,13,21557,23218
2026-06-16T06:00:00Z,2026-06-16T05:30:00Z,2026-06-16,14,22417,24199
2026-06-16T06:30:00Z,2026-06-16T06:00:00Z,2026-06-16,15,25156,26678
2026-06-16T07:00:00Z,2026-06-16T06:30:00Z,2026-06-16,16,25441,26996
2026-06-16T07:30:00Z,2026-06-16T07:00:00Z,2026-06-16,17,25911,27366
2026-06-16T08:00:00Z,2026-06-16T07:30:00Z,2026-06-16,18,25438,26857
2026-06-16T08:30:00Z,2026-06-16T08:00:00Z,2026-06-16,19,25348,26769
2026-06-16T09:00:00Z,2026-06-16T08:30:00Z,2026-06-16,20,24696,26161
2026-06-16T09:30:00Z,2026-06-16T09:00:00Z,2026-06-16,21,24140,25642
2026-06-16T10:00:00Z,2026-06-16T09:30:00Z,2026-06-16,22,23714,25172
2026-06-16T10:30:00Z,2026-06-16T10:00:00Z,2026-06-16,23,23183,25105
2026-06-16T11:00:00Z,2026-06-16T10:30:00Z,2026-06-16,24,22969,24891
2026-06-16T11:30:00Z,2026-06-16T11:00:00Z,2026-06-16,25,22280,24344
2026-06-16T12:00:00Z,2026-06-16T11:30:00Z,2026-06-16,26,21763,23750
2026-06-16T12:30:00Z,2026-06-16T12:00:00Z,2026-06-16,27,21835,23836
2026-06-16T13:00:00Z,2026-06-16T12:30:00Z,2026-06-16,28,21452,23603
2026-06-16T13:30:00Z,2026-06-16T13:00:00Z,2026-06-16,29,22041,24094
2026-06-16T14:00:00Z,2026-06-16T13:30:00Z,2026-06-16,30,22158,24377
2026-06-16T14:30:00Z,2026-06-16T14:00:00Z,2026-06-16,31,23212,25551
2026-06-16T15:00:00Z,2026-06-16T14:30:00Z,2026-06-16,32,24533,26582
2026-06-16T15:30:00Z,2026-06-16T15:00:00Z,2026-06-16,33,25047,26572
2026-06-16T16:00:00Z,2026-06-16T15:30:00Z,2026-06-16,34,26144,27725
2026-06-16T16:30:00Z,2026-06-16T16:00:00Z,2026-06-16,35,27250,29574
2026-06-16T17:00:00Z,2026-06-16T16:30:00Z,2026-06-16,36,28253,30653
2026-06-16T17:30:00Z,2026-06-16T17:00:00Z,2026-06-16,37,28195,31400
2026-06-16T18:00:00Z,2026-06-16T17:30:00Z,2026-06-16,38,28182,31418
2026-06-16T18:30:00Z,2026-06-16T18:00:00Z,2026-06-16,39,27908,31771
2026-06-16T19:00:00Z,2026-06-16T18:30:00Z,2026-06-16,40,27799,31666
2026-06-16T19:30:00Z,2026-06-16T19:00:00Z,2026-06-16,41,27775,32193
2026-06-16T20:00:00Z,2026-06-16T19:30:00Z,2026-06-16,42,27513,31939
2026-06-16T20:30:00Z,2026-06-16T20:00:00Z,2026-06-16,43,27345,31195
2026-06-16T21:00:00Z,2026-06-16T20:30:00Z,2026-06-16,44,27284,31052
2026-06-16T21:30:00Z,2026-06-16T21:00:00Z,2026-06-16,45,26059,29938
2026-06-16T22:00:00Z,2026-06-16T21:30:00Z,2026-06-16,46,24756,28462
2026-06-16T22:30:00Z,2026-06-16T22:00:00Z,2026-06-16,47,23503,27529
2026-06-16T23:00:00Z,2026-06-16T22:30:00Z,2026-06-16,48,22718,26614
2026-06-16T23:30:00Z,2026-06-16T23:00:00Z,2026-06-17,1,22041,26428
2026-06-17T00:00:00Z,2026-06-16T23:30:00Z,2026-06-17,2,21735,26064
2026-06-17T00:30:00Z,2026-06-17T00:00:00Z,2026-06-17,3,21446,25637
2026-06-17T01:00:00Z,2026-06-17T00:30:00Z,2026-06-17,4,20673,24666
2026-06-17T01:30:00Z,2026-06-17T01:00:00Z,2026-06-17,5,20441,24372
2026-06-17T02:00:00Z,2026-06-17T01:30:00Z,2026-06-17,6,19888,23698
2026-06-17T02:30:00Z,2026-06-17T02:00:00Z,2026-06-17,7,19743,23840
2026-06-17T03:00:00Z,2026-06-17T02:30:00Z,2026-06-17,8,19703,23732
2026-06-17T03:30:00Z,2026-06-17T03:00:00Z,2026-06-17,9,19597,23797
2026-06-17T04:00:00Z,2026-06-17T03:30:00Z,2026-06-17,10,19469,23662
2026-06-17T04:30:00Z,2026-06-17T04:00:00Z,2026-06-17,11,19236,23365
2026-06-17T05:00:00Z,2026-06-17T04:30:00Z,2026-06-17,12,19776,23884
2026-06-17T05:30:00Z,2026-06-17T05:00:00Z,2026-06-17,13,21696,25361
2026-06-17T06:00:00Z,2026-06-17T05:30:00Z,2026-06-17,14,22949,26608
2026-06-17T06:30:00Z,2026-06-17T06:00:00Z,2026-06-17,15,25821,27485
2026-06-17T07:00:00Z,2026-06-17T06:30:00Z,2026-06-17,16,26196,27858
2026-06-17T07:30:00Z,2026-06-17T07:00:00Z,2026-06-17,17,27248,28765
2026-06-17T08:00:00Z,2026-06-17T07:30:00Z,2026-06-17,18,26723,28081
2026-06-17T08:30:00Z,2026-06-17T08:00:00Z,2026-06-17,19,26344,27467
2026-06-17T09:00:00Z,2026-06-17T08:30:00Z,2026-06-17,20,25461,26390
2026-06-17T09:30:00Z,2026-06-17T09:00:00Z,2026-06-17,21,25148,25916
2026-06-17T10:00:00Z,2026-06-17T09:30:00Z,2026-06-17,22,24650,25329
2026-06-17T10:30:00Z,2026-06-17T10:00:00Z,2026-06-17,23,24290,25118
2026-06-17T11:00:00Z,2026-06-17T10:30:00Z,2026-06-17,24,23783,25082
2026-06-17T11:30:00Z,2026-06-17T11:00:00Z,2026-06-17,25,23807,25221
2026-06-17T12:00:00Z,2026-06-17T11:30:00Z,2026-06-17,26,23560,25145
2026-06-17T12:30:00Z,2026-06-17T12:00:00Z,2026-06-17,27,23360,25073
2026-06-17T13:00:00Z,2026-06-17T12:30:00Z,2026-06-17,28,23254,25001
2026-06-17T13:30:00Z,2026-06-17T13:00:00Z,2026-06-17,29,23235,25160
2026-06-17T14:00:00Z,2026-06-17T13:30:00Z,2026-06-17,30,23275,25250
2026-06-17T14:30:00Z,2026-06-17T14:00:00Z,2026-06-17,31,23413,24858
2026-06-17T15:00:00Z,2026-06-17T14:30:00Z,2026-06-17,32,24252,25371
2026-06-17T15:30:00Z,2026-06-17T15:00:00Z,2026-06-17,33,24092,24863
2026-06-17T16:00:00Z,2026-06-17T15:30:00Z,2026-06-17,34,25512,26018
2026-06-17T16:30:00Z,2026-06-17T16:00:00Z,2026-06-17,35,26190,27403
2026-06-17T17:00:00Z,2026-06-17T16:30:00Z,2026-06-17,36,27104,28443
2026-06-17T17:30:00Z,2026-06-17T17:00:00Z,2026-06-17,37,26987,28543
2026-06-17T18:00:00Z,2026-06-17T17:30:00Z,2026-06-17,38,27191,28894
2026-06-17T18:30:00Z,2026-06-17T18:00:00Z,2026-06-17,39,27672,30189
2026-06-17T19:00:00Z,2026-06-17T18:30:00Z,2026-06-17,40,27782,30480
2026-06-17T19:30:00Z,2026-06-17T19:00:00Z,2026-06-17,41,27414,29838
2026-06-17T20:00:00Z,2026-06-17T19:30:00Z,2026-06-17,42,27267,29813
2026-06-17T20:30:00Z,2026-06-17T20:00:00Z,2026-06-17,43,26833,28331
2026-06-17T21:00:00Z,2026-06-17T20:30:00Z,2026-06-17,44,26293,27948
2026-06-17T21:30:00Z,2026-06-17T21:00:00Z,2026-06-17,45,26060,27519
2026-06-17T22:00:00Z,2026-06-17T21:30:00Z,2026-06-17,46,24957,26405
2026-06-17T22:30:00Z,2026-06-17T22:00:00Z,2026-06-17,47,24096,27404
2026-06-17T23:00:00Z,2026-06-17T22:30:00Z,2026-06-17,48,23330,26733
2026-06-17T23:30:00Z,2026-06-17T23:00:00Z,2026-06-18,1,22743,26004
2026-06-18T00:00:00Z,2026-06-17T23:30:00Z,2026-06-18,2,22326,25425
2026-06-18T00:30:00Z,2026-06-18T00:00:00Z,2026-06-18,3,22608,25028
2026-06-18T01:00:00Z,2026-06-18T00:30:00Z,2026-06-18,4,22182,24615
2026-06-18T01:30:00Z,2026-06-18T01:00:00Z,2026-06-18,5,21916,24619
2026-06-18T02:00:00Z,2026-06-18T01:30:00Z,2026-06-18,6,21108,23985
2026-06-18T02:30:00Z,2026-06-18T02:00:00Z,2026-06-18,7,20531,23894
2026-06-18T03:00:00Z,2026-06-18T02:30:00Z,2026-06-18,8,19964,23300
2026-06-18T03:30:00Z,2026-06-18T03:00:00Z,2026-06-18,9,19489,23286
2026-06-18T04:00:00Z,2026-06-18T03:30:00Z,2026-06-18,10,19043,22703
2026-06-18T04:30:00Z,2026-06-18T04:00:00Z,2026-06-18,11,19135,22980
2026-06-18T05:00:00Z,2026-06-18T04:30:00Z,2026-06-18,12,19528,23286
2026-06-18T05:30:00Z,2026-06-18T05:00:00Z,2026-06-18,13,20688,23427
2026-06-18T06:00:00Z,2026-06-18T05:30:00Z,2026-06-18,14,21821,24242
2026-06-18T06:30:00Z,2026-06-18T06:00:00Z,2026-06-18,15,24439,25312
2026-06-18T07:00:00Z,2026-06-18T06:30:00Z,2026-06-18,16,25054,26225
2026-06-18T07:30:00Z,2026-06-18T07:00:00Z,2026-06-18,17,25827,27242
2026-06-18T08:00:00Z,2026-06-18T07:30:00Z,2026-06-18,18,25899,27334
2026-06-18T08:30:00Z,2026-06-18T08:00:00Z,2026-06-18,19,26042,27549
2026-06-18T09:00:00Z,2026-06-18T08:30:00Z,2026-06-18,20,25233,26727
2026-06-18T09:30:00Z,2026-06-18T09:00:00Z,2026-06-18,21,24529,26084
2026-06-18T10:00:00Z,2026-06-18T09:30:00Z,2026-06-18,22,23269,24824
2026-06-18T10:30:00Z,2026-06-18T10:00:00Z,2026-06-18,23,22647,24111
2026-06-18T11:00:00Z,2026-06-18T10:30:00Z,2026-06-18,24,22168,23705
2026-06-18T11:30:00Z,2026-06-18T11:00:00Z,2026-06-18,25,21908,24055
2026-06-18T12:00:00Z,2026-06-18T11:30:00Z,2026-06-18,26,21691,24181
2026-06-18T12:30:00Z,2026-06-18T12:00:00Z,2026-06-18,27,21911,24468
2026-06-18T13:00:00Z,2026-06-18T12:30:00Z,2026-06-18,28,22285,24957
2026-06-18T13:30:00Z,2026-06-18T13:00:00Z,2026-06-18,29,22702,25220
2026-06-18T14:00:00Z,2026-06-18T13:30:00Z,2026-06-18,30,23177,25846
2026-06-18T14:30:00Z,2026-06-18T14:00:00Z,2026-06-18,31,23522,26080
2026-06-18T15:00:00Z,2026-06-18T14:30:00Z,2026-06-18,32,24077,26662
2026-06-18T15:30:00Z,2026-06-18T15:00:00Z,2026-06-18,33,23763,25523
2026-06-18T16:00:00Z,2026-06-18T15:30:00Z,2026-06-18,34,24793,26619
2026-06-18T16:30:00Z,2026-06-18T16:00:00Z,2026-06-18,35,25219,27649
2026-06-18T17:00:00Z,2026-06-18T16:30:00Z,2026-06-18,36,26066,28520
2026-06-18T17:30:00Z,2026-06-18T17:00:00Z,2026-06-18,37,26523,30347
2026-06-18T18:00:00Z,2026-06-18T17:30:00Z,2026-06-18,38,26806,30451
2026-06-18T18:30:00Z,2026-06-18T18:00:00Z,2026-06-18,39,27635,30484
2026-06-18T19:00:00Z,2026-06-18T18:30:00Z,2026-06-18,40,27698,30533
2026-06-18T19:30:00Z,2026-06-18T19:00:00Z,2026-06-18,41,28557,31168
2026-06-18T20:00:00Z,2026-06-18T19:30:00Z,2026-06-18,42,28022,30630
2026-06-18T20:30:00Z,2026-06-18T20:00:00Z,2026-06-18,43,27797,30486
2026-06-18T21:00:00Z,2026-06-18T20:30:00Z,2026-06-18,44,26571,29270
2026-06-18T21:30:00Z,2026-06-18T21:00:00Z,2026-06-18,45,26003,29956
2026-06-18T22:00:00Z,2026-06-18T21:30:00Z,2026-06-18,46,25240,29330
2026-06-18T22:30:00Z,2026-06-18T22:00:00Z,2026-06-18,47,23650,27916
2026-06-18T23:00:00Z,2026-06-18T22:30:00Z,2026-06-18,48,23187,27360
2026-06-18T23:30:00Z,2026-06-18T23:00:00Z,2026-06-19,1,22960,27273
2026-06-19T00:00:00Z,2026-06-18T23:30:00Z,2026-06-19,2,22354,26706
2026-06-19T00:30:00Z,2026-06-19T00:00:00Z,2026-06-19,3,21839,26243
2026-06-19T01:00:00Z,2026-06-19T00:30:00Z,2026-06-19,4,21413,25775
2026-06-19T01:30:00Z,2026-06-19T01:00:00Z,2026-06-19,5,20557,25069
2026-06-19T02:00:00Z,2026-06-19T01:30:00Z,2026-06-19,6,20299,24783
2026-06-19T02:30:00Z,2026-06-19T02:00:00Z,2026-06-19,7,19700,24196
2026-06-19T03:00:00Z,2026-06-19T02:30:00Z,2026-06-19,8,18989,23597
2026-06-19T03:30:00Z,2026-06-19T03:00:00Z,2026-06-19,9,18622,23568
2026-06-19T04:00:00Z,2026-06-19T03:30:00Z,2026-06-19,10,18457,23484
2026-06-19T04:30:00Z,2026-06-19T04:00:00Z,2026-06-19,11,18409,23430
2026-06-19T05:00:00Z,2026-06-19T04:30:00Z,2026-06-19,12,18516,23721
2026-06-19T05:30:00Z,2026-06-19T05:00:00Z,2026-06-19,13,19819,24049
2026-06-19T06:00:00Z,2026-06-19T05:30:00Z,2026-06-19,14,20644,24877
2026-06-19T06:30:00Z,2026-06-19T06:00:00Z,2026-06-19,15,22472,24914
2026-06-19T07:00:00Z,2026-06-19T06:30:00Z,2026-06-19,16,22630,24990
2026-06-19T07:30:00Z,2026-06-19T07:00:00Z,2026-06-19,17,22847,24947
2026-06-19T08:00:00Z,2026-06-19T07:30:00Z,2026-06-19,18,21863,23954
2026-06-19T08:30:00Z,2026-06-19T08:00:00Z,2026-06-19,19,21758,24255
2026-06-19T09:00:00Z,2026-06-19T08:30:00Z,2026-06-19,20,21389,23837
2026-06-19T09:30:00Z,2026-06-19T09:00:00Z,2026-06-19,21,20906,23322
2026-06-19T10:00:00Z,2026-06-19T09:30:00Z,2026-06-19,22,20305,22647
2026-06-19T10:30:00Z,2026-06-19T10:00:00Z,2026-06-19,23,20083,22647
2026-06-19T11:00:00Z,2026-06-19T10:30:00Z,2026-06-19,24,19758,22205
2026-06-19T11:30:00Z,2026-06-19T11:00:00Z,2026-06-19,25,19960,22235
2026-06-19T12:00:00Z,2026-06-19T11:30:00Z,2026-06-19,26,19498,22031
2026-06-19T12:30:00Z,2026-06-19T12:00:00Z,2026-06-19,27,19532,21711
2026-06-19T13:00:00Z,2026-06-19T12:30:00Z,2026-06-19,28,19527,22008
2026-06-19T13:30:00Z,2026-06-19T13:00:00Z,2026-06-19,29,19576,21981
2026-06-19T14:00:00Z,2026-06-19T13:30:00Z,2026-06-19,30,19719,21949
2026-06-19T14:30:00Z,2026-06-19T14:00:00Z,2026-06-19,31,20408,22515
2026-06-19T15:00:00Z,2026-06-19T14:30:00Z,2026-06-19,32,21156,23387
2026-06-19T15:30:00Z,2026-06-19T15:00:00Z,2026-06-19,33,22396,24399
2026-06-19T16:00:00Z,2026-06-19T15:30:00Z,2026-06-19,34,23889,25901
2026-06-19T16:30:00Z,2026-06-19T16:00:00Z,2026-06-19,35,24318,28516
2026-06-19T17:00:00Z,2026-06-19T16:30:00Z,2026-06-19,36,25396,29850
2026-06-19T17:30:00Z,2026-06-19T17:00:00Z,2026-06-19,37,26173,31319
2026-06-19T18:00:00Z,2026-06-19T17:30:00Z,2026-06-19,38,26625,31621
2026-06-19T18:30:00Z,2026-06-19T18:00:00Z,2026-06-19,39,27194,32038
2026-06-19T19:00:00Z,2026-06-19T18:30:00Z,2026-06-19,40,26954,31869
2026-06-19T19:30:00Z,2026-06-19T19:00:00Z,2026-06-19,41,26246,31262
2026-06-19T20:00:00Z,2026-06-19T19:30:00Z,2026-06-19,42,26282,31266
2026-06-19T20:30:00Z,2026-06-19T20:00:00Z,2026-06-19,43,27376,31138
2026-06-19T21:00:00Z,2026-06-19T20:30:00Z,2026-06-19,44,26511,30176
2026-06-19T21:30:00Z,2026-06-19T21:00:00Z,2026-06-19,45,26249,28428
2026-06-19T22:00:00Z,2026-06-19T21:30:00Z,2026-06-19,46,25208,27326
2026-06-19T22:30:00Z,2026-06-19T22:00:00Z,2026-06-19,47,24700,26579
2026-06-19T23:00:00Z,2026-06-19T22:30:00Z,2026-06-19,48,23458,25496
2026-06-19T23:30:00Z,2026-06-19T23:00:00Z,2026-06-20,1,22888,25156
2026-06-20T00:00:00Z,2026-06-19T23:30:00Z,2026-06-20,2,22303,24535
2026-06-20T00:30:00Z,2026-06-20T00:00:00Z,2026-06-20,3,21928,24004
2026-06-20T01:00:00Z,2026-06-20T00:30:00Z,2026-06-20,4,21580,23504
2026-06-20T01:30:00Z,2026-06-20T01:00:00Z,2026-06-20,5,21107,22958
2026-06-20T02:00:00Z,2026-06-20T01:30:00Z,2026-06-20,6,20452,22244
2026-06-20T02:30:00Z,2026-06-20T02:00:00Z,2026-06-20,7,20053,21676
2026-06-20T03:00:00Z,2026-06-20T02:30:00Z,2026-06-20,8,19688,21247
2026-06-20T03:30:00Z,2026-06-20T03:00:00Z,2026-06-20,9,19153,21031
2026-06-20T04:00:00Z,2026-06-20T03:30:00Z,2026-06-20,10,19014,20874
2026-06-20T04:30:00Z,2026-06-20T04:00:00Z,2026-06-20,11,18726,20821
2026-06-20T05:00:00Z,2026-06-20T04:30:00Z,2026-06-20,12,18694,20773
2026-06-20T05:30:00Z,2026-06-20T05:00:00Z,2026-06-20,13,19202,21200
2026-06-20T06:00:00Z,2026-06-20T05:30:00Z,2026-06-20,14,19333,21334
2026-06-20T06:30:00Z,2026-06-20T06:00:00Z,2026-06-20,15,19982,21723
2026-06-20T07:00:00Z,2026-06-20T06:30:00Z,2026-06-20,16,20181,21834
2026-06-20T07:30:00Z,2026-06-20T07:00:00Z,2026-06-20,17,20904,22530
2026-06-20T08:00:00Z,2026-06-20T07:30:00Z,2026-06-20,18,21001,22500
2026-06-20T08:30:00Z,2026-06-20T08:00:00Z,2026-06-20,19,20837,22207
2026-06-20T09:00:00Z,2026-06-20T08:30:00Z,2026-06-20,20,20577,21885
2026-06-20T09:30:00Z,2026-06-20T09:00:00Z,2026-06-20,21,20351,21787
2026-06-20T10:00:00Z,2026-06-20T09:30:00Z,2026-06-20,22,20068,21496
2026-06-20T10:30:00Z,2026-06-20T10:00:00Z,2026-06-20,23,19584,21278
2026-06-20T11:00:00Z,2026-06-20T10:30:00Z,2026-06-20,24,19456,21691
2026-06-20T11:30:00Z,2026-06-20T11:00:00Z,2026-06-20,25,19277,21672
2026-06-20T12:00:00Z,2026-06-20T11:30:00Z,2026-06-20,26,18905,21443
2026-06-20T12:30:00Z,2026-06-20T12:00:00Z,2026-06-20,27,18867,21265
2026-06-20T13:00:00Z,2026-06-20T12:30:00Z,2026-06-20,28,18418,20951
2026-06-20T13:30:00Z,2026-06-20T13:00:00Z,2026-06-20,29,18281,21013
2026-06-20T14:00:00Z,2026-06-20T13:30:00Z,2026-06-20,30,18327,21032
2026-06-20T14:30:00Z,2026-06-20T14:00:00Z,2026-06-20,31,18930,21081
2026-06-20T15:00:00Z,2026-06-20T14:30:00Z,2026-06-20,32,19441,21555
2026-06-20T15:30:00Z,2026-06-20T15:00:00Z,2026-06-20,33,20250,22155
2026-06-20T16:00:00Z,2026-06-20T15:30:00Z,2026-06-20,34,21299,23155
2026-06-20T16:30:00Z,2026-06-20T16:00:00Z,2026-06-20,35,22589,24578
2026-06-20T17:00:00Z,2026-06-20T16:30:00Z,2026-06-20,36,23782,25828
2026-06-20T17:30:00Z,2026-06-20T17:00:00Z,2026-06-20,37,23968,27081
2026-06-20T18:00:00Z,2026-06-20T17:30:00Z,2026-06-20,38,24640,27902
2026-06-20T18:30:00Z,2026-06-20T18:00:00Z,2026-06-20,39,24703,29157
2026-06-20T19:00:00Z,2026-06-20T18:30:00Z,2026-06-20,40,25204,29772
2026-06-20T19:30:00Z,2026-06-20T19:00:00Z,2026-06-20,41,25444,29891
2026-06-20T20:00:00Z,2026-06-20T19:30:00Z,2026-06-20,42,25104,29623
2026-06-20T20:30:00Z,2026-06-20T20:00:00Z,2026-06-20,43,24949,29186
2026-06-20T21:00:00Z,2026-06-20T20:30:00Z,2026-06-20,44,25125,29360
2026-06-20T21:30:00Z,2026-06-20T21:00:00Z,2026-06-20,45,25160,27992
2026-06-20T22:00:00Z,2026-06-20T21:30:00Z,2026-06-20,46,24646,27425
2026-06-20T22:30:00Z,2026-06-20T22:00:00Z,2026-06-20,47,23477,26042
2026-06-20T23:00:00Z,2026-06-20T22:30:00Z,2026-06-20,48,22295,24798
2026-06-20T23:30:00Z,2026-06-20T23:00:00Z,2026-06-21,1,22060,24643
2026-06-21T00:00:00Z,2026-06-20T23:30:00Z,2026-06-21,2,21625,24198
2026-06-21T00:30:00Z,2026-06-21T00:00:00Z,2026-06-21,3,21480,23920
2026-06-21T01:00:00Z,2026-06-21T00:30:00Z,2026-06-21,4,21174,23555
2026-06-21T01:30:00Z,2026-06-21T01:00:00Z,2026-06-21,5,20618,23508
2026-06-21T02:00:00Z,2026-06-21T01:30:00Z,2026-06-21,6,20095,23002
2026-06-21T02:30:00Z,2026-06-21T02:00:00Z,2026-06-21,7,19629,22457
2026-06-21T03:00:00Z,2026-06-21T02:30:00Z,2026-06-21,8,19218,21956
2026-06-21T03:30:00Z,2026-06-21T03:00:00Z,2026-06-21,9,18847,21499
2026-06-21T04:00:00Z,2026-06-21T03:30:00Z,2026-06-21,10,18487,21026
2026-06-21T04:30:00Z,2026-06-21T04:00:00Z,2026-06-21,11,18054,20761
2026-06-21T05:00:00Z,2026-06-21T04:30:00Z,2026-06-21,12,17739,20315
2026-06-21T05:30:00Z,2026-06-21T05:00:00Z,2026-06-21,13,17674,20025
2026-06-21T06:00:00Z,2026-06-21T05:30:00Z,2026-06-21,14,17499,19777
2026-06-21T06:30:00Z,2026-06-21T06:00:00Z,2026-06-21,15,18036,19696
2026-06-21T07:00:00Z,2026-06-21T06:30:00Z,2026-06-21,16,17457,19155
2026-06-21T07:30:00Z,2026-06-21T07:00:00Z,2026-06-21,17,18092,19626
2026-06-21T08:00:00Z,2026-06-21T07:30:00Z,2026-06-21,18,18015,19545
2026-06-21T08:30:00Z,2026-06-21T08:00:00Z,2026-06-21,19,17910,19598
2026-06-21T09:00:00Z,2026-06-21T08:30:00Z,2026-06-21,20,17727,19355
2026-06-21T09:30:00Z,2026-06-21T09:00:00Z,2026-06-21,21,17644,19463
2026-06-21T10:00:00Z,2026-06-21T09:30:00Z,2026-06-21,22,17550,19479
2026-06-21T10:30:00Z,2026-06-21T10:00:00Z,2026-06-21,23,17532,19468
2026-06-21T11:00:00Z,2026-06-21T10:30:00Z,2026-06-21,24,17350,19359
2026-06-21T11:30:00Z,2026-06-21T11:00:00Z,2026-06-21,25,17461,19398
2026-06-21T12:00:00Z,2026-06-21T11:30:00Z,2026-06-21,26,17497,19409
2026-06-21T12:30:00Z,2026-06-21T12:00:00Z,2026-06-21,27,17542,19614
2026-06-21T13:00:00Z,2026-06-21T12:30:00Z,2026-06-21,28,17058,19195
2026-06-21T13:30:00Z,2026-06-21T13:00:00Z,2026-06-21,29,16925,18990
2026-06-21T14:00:00Z,2026-06-21T13:30:00Z,2026-06-21,30,16910,19031
2026-06-21T14:30:00Z,2026-06-21T14:00:00Z,2026-06-21,31,17392,19306
2026-06-21T15:00:00Z,2026-06-21T14:30:00Z,2026-06-21,32,18136,19720
2026-06-21T15:30:00Z,2026-06-21T15:00:00Z,2026-06-21,33,18897,20649
2026-06-21T16:00:00Z,2026-06-21T15:30:00Z,2026-06-21,34,20173,22239
2026-06-21T16:30:00Z,2026-06-21T16:00:00Z,2026-06-21,35,21295,22697
2026-06-21T17:00:00Z,2026-06-21T16:30:00Z,2026-06-21,36,22880,24728
2026-06-21T17:30:00Z,2026-06-21T17:00:00Z,2026-06-21,37,24085,26538
2026-06-21T18:00:00Z,2026-06-21T17:30:00Z,2026-06-21,38,24518,27036
2026-06-21T18:30:00Z,2026-06-21T18:00:00Z,2026-06-21,39,25743,28675
2026-06-21T19:00:00Z,2026-06-21T18:30:00Z,2026-06-21,40,25795,28937
2026-06-21T19:30:00Z,2026-06-21T19:00:00Z,2026-06-21,41,25807,29528
2026-06-21T20:00:00Z,2026-06-21T19:30:00Z,2026-06-21,42,25958,29702
2026-06-21T20:30:00Z,2026-06-21T20:00:00Z,2026-06-21,43,25644,28753
2026-06-21T21:00:00Z,2026-06-21T20:30:00Z,2026-06-21,44,25412,28523
2026-06-21T21:30:00Z,2026-06-21T21:00:00Z,2026-06-21,45,25599,28252
2026-06-21T22:00:00Z,2026-06-21T21:30:00Z,2026-06-21,46,24751,27405
2026-06-21T22:30:00Z,2026-06-21T22:00:00Z,2026-06-21,47,23508,26250
2026-06-21T23:00:00Z,2026-06-21T22:30:00Z,2026-06-21,48,22710,25371
2026-06-21T23:30:00Z,2026-06-21T23:00:00Z,2026-06-22,1,22384,25102
2026-06-22T00:00:00Z,2026-06-21T23:30:00Z,2026-06-22,2,22438,25343
2026-06-22T00:30:00Z,2026-06-22T00:00:00Z,2026-06-22,3,22038,25033
2026-06-22T01:00:00Z,2026-06-22T00:30:00Z,2026-06-22,4,21733,24676
2026-06-22T01:30:00Z,2026-06-22T01:00:00Z,2026-06-22,5,21359,24602
2026-06-22T02:00:00Z,2026-06-22T01:30:00Z,2026-06-22,6,21115,24491
2026-06-22T02:30:00Z,2026-06-22T02:00:00Z,2026-06-22,7,20515,24304
2026-06-22T03:00:00Z,2026-06-22T02:30:00Z,2026-06-22,8,20180,23901
2026-06-22T03:30:00Z,2026-06-22T03:00:00Z,2026-06-22,9,20007,24357
2026-06-22T04:00:00Z,2026-06-22T03:30:00Z,2026-06-22,10,19521,23878
2026-06-22T04:30:00Z,2026-06-22T04:00:00Z,2026-06-22,11,19284,24106
2026-06-22T05:00:00Z,2026-06-22T04:30:00Z,2026-06-22,12,19577,24416
2026-06-22T05:30:00Z,2026-06-22T05:00:00Z,2026-06-22,13,20913,25378
2026-06-22T06:00:00Z,2026-06-22T05:30:00Z,2026-06-22,14,21873,26387
2026-06-22T06:30:00Z,2026-06-22T06:00:00Z,2026-06-22,15,23955,26374
2026-06-22T07:00:00Z,2026-06-22T06:30:00Z,2026-06-22,16,24333,26738
2026-06-22T07:30:00Z,2026-06-22T07:00:00Z,2026-06-22,17,24868,27093
2026-06-22T08:00:00Z,2026-06-22T07:30:00Z,2026-06-22,18,24242,26331
2026-06-22T08:30:00Z,2026-06-22T08:00:00Z,2026-06-22,19,23683,25891
2026-06-22T09:00:00Z,2026-06-22T08:30:00Z,2026-06-22,20,22910,25190
2026-06-22T09:30:00Z,2026-06-22T09:00:00Z,2026-06-22,21,22070,24753
2026-06-22T10:00:00Z,2026-06-22T09:30:00Z,2026-06-22,22,21555,24327
2026-06-22T10:30:00Z,2026-06-22T10:00:00Z,2026-06-22,23,20891,23798
2026-06-22T11:00:00Z,2026-06-22T10:30:00Z,2026-06-22,24,20596,23496
2026-06-22T11:30:00Z,2026-06-22T11:00:00Z,2026-06-22,25,20595,23495
2026-06-22T12:00:00Z,2026-06-22T11:30:00Z,2026-06-22,26,20580,23478
