Dataset,SettlementDate,SettlementPeriod,Id,Cost,Volume,SoFlag,StorFlag,PartyId,AssetId,IsTendered,Service
DISBSAD,2026-06-25,22,2,-1078.00,-24.500,True,False,PowerMart ApS,ILD-PWMR1,True,System
DISBSAD,2026-06-25,22,3,-1103.00,-25.000,True,False,Centrica Energy Trading A/S,ILD-NEAS1,True,System
DISBSAD,2026-06-25,21,1,-1103.00,-25.000,True,False,Centrica Energy Trading A/S,ILD-NEAS1,True,System
DISBSAD,2026-06-25,21,2,-1078.00,-24.500,True,False,PowerMart ApS,ILD-PWMR1,True,System
DISBSAD,2026-06-25,21,3,-2246.75,-50.500,True,False,MFT Energy A/S,I2D-MFTE1,True,System
DISBSAD,2026-06-25,20,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,19,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,18,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,17,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,16,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,15,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,14,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,13,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,12,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,11,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,10,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,9,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,8,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,7,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,6,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,5,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,4,1,0.00,0.000,True,False,,,,
DISBSAD,2026-06-25,3,1,0.00,0.000,True,False,,,,
